No of Actors read '6775'.
Actor 	id = 1d7cb619-062b-4a21-af3d-9f6a6e8e8770	name = Philip Locke                                      	dob = null    
Actor 	id = 77a72581-5415-4c4c-b0cd-5025bf196a5f	name = Marina Vlady                                      	dob = 1938    
Actor 	id = 634ae714-5958-4dec-a492-0ee2ff2767da	name = Horst Buchholz                                    	dob = 1933    
Actor 	id = 99457d93-830e-4eb8-83bb-ace212e2c98e	name = Barbara Bates                                     	dob = null    
Actor 	id = 418be31d-cd57-421a-a74e-cec474cfc889	name = William Sylvester                                 	dob = 1922    
Actor 	id = 99e19550-44a5-4e80-973b-beb33d8fb5f7	name = Dame Lilian Braithwaite                           	dob = 1873    
Actor 	id = cf2c595d-b2ce-42bb-a814-a3e2c5aae315	name = Hildy Brooks                                      	dob = null    
Actor 	id = 748697db-7b71-4a09-8471-ea7428b64134	name = Rutger Hauer                                      	dob = 1944    
Actor 	id = 950259a3-5b08-4f56-8007-c6ca783da3dc	name = Greta Gynt                                        	dob = 1916    
Actor 	id = 850f3332-a885-4c00-91f5-bcb395b51e57	name = John Astin                                        	dob = 1930    
Actor 	id = 5577be46-1d4e-4780-8682-b7e861448af6	name = Donald Woods                                      	dob = 1904    
Actor 	id = e0f16e83-9249-4d70-8506-ddb8b6fe8f97	name = Norman Foster                                     	dob = 1900    
Actor 	id = 62f457cb-ee47-4dca-b998-1a3ee74fa6f6	name = Adam Ant                                          	dob = null    
Actor 	id = 28d986cb-3f2c-49db-8ebe-8599a8c0b3ce	name = Jack Lemmon                                       	dob = 1925    
Actor 	id = 59ec3746-7357-4649-a42a-a7e6843c7a54	name = Evelyn Venable                                    	dob = 1913    
Actor 	id = 06c54752-b652-464b-bdb2-d0d95e7cc025	name = Lupino Lane                                       	dob = 1892    
Actor 	id = 0d1cd10f-6320-4144-849c-f8a0f2f07349	name = Eleanor Parker                                    	dob = 1922    
Actor 	id = 72a2fb60-11b1-4120-959e-59b391ef997c	name = Robert Doqui                                      	dob = null    
Actor 	id = d7b49e81-1fd4-4b90-8bba-f8d5ede5261f	name = MarieChristine Barrault                           	dob = 1944    
Actor 	id = 008a106a-ca52-42bc-afb2-1ca24d946b65	name = Ross Alexander                                    	dob = 1907    
Actor 	id = e6627ad8-b56a-414b-a8f6-08908cd5c7c3	name = Lilian Harvey                                     	dob = 1906    
Actor 	id = 8bbf8f03-495b-4995-8aff-92eaea2d9d21	name = Mindy Cohen                                       	dob = null    
Actor 	id = f9283a7a-4ade-4185-b13a-a8f0c7bebf84	name = Eve Miller                                        	dob = null    
Actor 	id = 2c4b81dd-2fea-42f6-b02b-c952676474a3	name = Nigel Terry                                       	dob = null    
Actor 	id = 108f82b7-22f7-4ec4-a496-ca12b27019e3	name = Rockliffe Fellowes                                	dob = 1885    
Actor 	id = 5747c711-fe80-413e-bd1c-a15f29dffd30	name = Edna Purviance                                    	dob = 1894    
Actor 	id = 77444af2-0f90-434c-8b9e-6c1349f97efd	name = Donald Crabtree                                   	dob = null    
Actor 	id = f0f738e6-ac4d-47c8-b617-0dac3ed8b50e	name = Brett Halsey                                      	dob = null    
Actor 	id = 4e2d3ecd-d218-4091-a185-51650d478994	name = Cyd Charisse                                      	dob = 1921    
Actor 	id = 0bf94f25-0c40-49ea-965c-a4fe96c202ef	name = Julie Carmen                                      	dob = null    
Actor 	id = 55608b93-5f46-4b1a-a112-88b5831589b8	name = Everett McGill                                    	dob = null    
Actor 	id = b65475a8-21c2-44c0-bbd6-48d4608df3ac	name = Debbi Morgan                                      	dob = null    
Actor 	id = 289a716b-d6fa-487c-8044-892faded5f6b	name = Robert Dunn                                       	dob = null    
Actor 	id = acfea5ea-8e14-4f75-a890-c9d189b3290c	name = Jose Ferrer                                       	dob = 1909    
Actor 	id = 575545a1-07e5-477f-80ee-4b4262e18f51	name = Henry Stephenson                                  	dob = 1871    
Actor 	id = 6fe2484f-be5f-4e00-9be4-71abe61a14f4	name = Dennis Dugan                                      	dob = 1948    
Actor 	id = ac7d7497-69b7-48a1-8672-c6911095c8ea	name = Dave Dennis Christopher                           	dob = 1955    
Actor 	id = 2acc85af-912e-4596-9745-70618dc75d12	name = John Laurie                                       	dob = null    
Actor 	id = 8693beae-fb75-4787-997c-b8bcc492cb10	name = Ronald Lewis                                      	dob = 1928    
Actor 	id = 65fc1772-cbc0-40f6-9518-fbc081fbb50a	name = Sean Flynn                                        	dob = 1941    
Actor 	id = 2fa488e6-9a47-42c2-9019-4e23cc629b66	name = Hilary Morse                                      	dob = null    
Actor 	id = b5c5d587-8ebd-4dbc-a130-7e3dd93e0d2d	name = Otis Young                                        	dob = 1932    
Actor 	id = aaad368c-eabf-409e-80e8-57491b17b2ca	name = Robert Alda                                       	dob = 1914    
Actor 	id = 4cb089f8-0aee-4e35-9737-537c99b2f01d	name = Pernilla Ostergren                                	dob = null    
Actor 	id = 668c70a4-9894-4d01-a9ec-0a69b559fd89	name = Marcel Herrand                                    	dob = null    
Actor 	id = 8444512c-fa66-4cb0-a889-60f09bb1f138	name = Howard Erskine                                    	dob = null    
Actor 	id = 5f087ac0-6d91-4420-8087-980a59989f58	name = John Standing                                     	dob = 1934    
Actor 	id = d4f74926-c9b7-45cb-8c2b-917ee2fafcdf	name = Moose Carlson                                     	dob = null    
Actor 	id = b8b7fb35-78bb-4730-8591-251fbed0500c	name = Sarah Holcomb                                     	dob = null    
Actor 	id = 15a73288-9139-4b04-9175-fdea3e1dba70	name = Kay Kendall                                       	dob = 1926    
Actor 	id = f2f758b6-1caf-42d3-9e03-0281676d324a	name = Oona Chaplin                                      	dob = 1926    
Actor 	id = d58c7746-3c2f-4a61-b7ac-6c67d8f30198	name = Charlie Sheen                                     	dob = null    
Actor 	id = 3f2ad177-1f70-4010-9bf2-94ca2b3f1a53	name = Kate Driver                                       	dob = 1969    
Actor 	id = c8c1fc9b-4b34-4bbe-810d-cdc4f3bcd6ab	name = Jesse Pearson                                     	dob = null    
Actor 	id = 6b40c49f-99c7-4f8f-a76e-3aeb5bd8f81a	name = Dan Haggerty                                      	dob = null    
Actor 	id = d3c358f2-dcc4-4e59-8b5d-b0027cc1bc35	name = John Mills                                        	dob = 1908    
Actor 	id = dedf373a-45ea-4b68-9f9b-a2e0f2b54e99	name = Laurene Landon                                    	dob = null    
Actor 	id = 8c3513da-9889-46fe-85b6-b324c9360857	name = Lolita Davidovitch                                	dob = null    
Actor 	id = faa6e2f3-1450-4ae4-8365-101c2a940c77	name = Miguel Pinero                                     	dob = null    
Actor 	id = d253a3d3-261e-42c4-9a57-159fac230d68	name = Yvonne Mitchell                                   	dob = 1925    
Actor 	id = bd3e5ef4-8841-4ffb-8786-e14d60de60c2	name = Allan Jones                                       	dob = 1907    
Actor 	id = 84a6df1e-13c0-4de2-951f-ad356e3c7927	name = Georgia Brown                                     	dob = 1933    
Actor 	id = b4506bce-01ba-46a1-8392-3e38205a1082	name = Edmund Purdom                                     	dob = 1924    
Actor 	id = 173e17b8-d77f-458f-b438-41d0c245adff	name = Debbie Reynolds                                   	dob = 1932    
Actor 	id = cf023401-7c06-481d-b0f6-f2ef129b0d69	name = Richard Leech                                     	dob = 1922    
Actor 	id = 57ecfb73-b889-48b8-838a-0f7ee5a82a7c	name = Fanny Ardant                                      	dob = 1949    
Actor 	id = 6a09aa65-5090-4513-8eed-d7320bc68a65	name = Flora Finch                                       	dob = 1869    
Actor 	id = 0876eef6-00ff-470f-a9c1-9e193e12aefa	name = Nancy Coleman                                     	dob = 1917    
Actor 	id = 86311979-0fce-40fb-a124-ce9189c3e0df	name = Terence Rigby                                     	dob = 1937    
Actor 	id = 4b193f27-998b-4f5c-878f-b281c4b2470d	name = Tim Burns                                         	dob = null    
Actor 	id = eedc9707-e22d-4246-919b-52640ea6c964	name = Donald Stewart                                    	dob = null    
Actor 	id = 9abf8673-1c2e-4dd8-9230-b3881501a51d	name = Madeleine Leroux                                  	dob = null    
Actor 	id = 9de121cf-f1d0-4850-9890-d221c66d9f18	name = Tom Burlinson                                     	dob = null    
Actor 	id = 374b321f-1005-4762-8f26-4875a1a1798b	name = MacDonald Carey                                   	dob = 1913    
Actor 	id = d1ea0e11-5006-41eb-998f-412709bd0e30	name = Tracy Griffith                                    	dob = null    
Actor 	id = 9bba0181-9e8c-491f-a1e6-601f21885db4	name = Lou Ferrigno                                      	dob = null    
Actor 	id = aaee0861-6c03-4624-b64c-b858effb1dc4	name = Muriel Gross                                      	dob = null    
Actor 	id = 2de54288-b72d-4dcc-bc97-d10ada26e4b5	name = Topol                                             	dob = 1935    
Actor 	id = 6ae75e05-bb95-4389-9ba0-36221132c929	name = Greg Kinnear                                      	dob = 1963    
Actor 	id = 765f0a27-122c-41e1-94bf-5dc301f8ddf5	name = Griffith Jones                                    	dob = 1910    
Actor 	id = 42ebf5a8-a491-403d-9908-76b457c93677	name = Franco Nero                                       	dob = 1942    
Actor 	id = 62ca1211-2bb6-46f1-b72b-4b40a504f26b	name = Richard Long                                      	dob = 1927    
Actor 	id = 5bec6999-07ef-4c3b-bb66-800ab7e756a2	name = Shirley Jo Finney                                 	dob = null    
Actor 	id = 0218b44c-75f1-4a8a-9c16-2ad819cbb8a4	name = L.Q. Jones                                        	dob = 1936    
Actor 	id = 206f2229-8c81-4c29-a4ba-9547f278001d	name = Martha Scott                                      	dob = 1914    
Actor 	id = 92bdea4c-4910-4bcf-b14f-d4e01cdcabda	name = Lucie Mannheim                                    	dob = 1895    
Actor 	id = da7603c8-ccf5-4930-89d7-aff75c655354	name = Sean Penn                                         	dob = 1960    
Actor 	id = d1c98874-ba4b-4531-9c7a-f4c56124917f	name = Gitty Djamal                                      	dob = null    
Actor 	id = a40f8f7e-5251-430a-bbba-bfcc2b6c61c0	name = Sophie Marceau                                    	dob = 1966    
Actor 	id = 8ce70e66-88e3-4e08-851a-102e2e7446e7	name = Geraldine Fitzgerald                              	dob = 1912    
Actor 	id = 211e91b2-7b73-467c-bad8-503c38d7b3c9	name = Lester Matthews                                   	dob = 1900    
Actor 	id = 5a73dc13-f798-4d9a-a371-b2174d8bf02b	name = Rags Ragland                                      	dob = 1905    
Actor 	id = 0e5a7c44-7661-4ea5-a2a6-3e2ca0019bdc	name = Sidney Greenstreet                                	dob = 1879    
Actor 	id = 31a17502-a78a-4889-ad70-69856770a03d	name = Ruth Roman                                        	dob = 1924    
Actor 	id = cde7d82e-2348-44d1-a4b2-1b88f93486b7	name = Edna May Wonacott                                 	dob = 1888    
Actor 	id = 43c52a6f-c100-4b18-984d-e8045d6e96c5	name = Basil Hoffman                                     	dob = 1941    
Actor 	id = a9673ba0-dbb9-4219-bfb7-0193d85f068d	name = Ross Martin                                       	dob = 1920    
Actor 	id = 751fd6a6-fcb7-433d-b70e-83137dfe89f3	name = Olivia DAbo                                       	dob = 1970    
Actor 	id = 49f68337-f9e9-4f76-8ee8-913306b1a19a	name = Russell Hayden                                    	dob = 1912    
Actor 	id = d0b004e0-520c-41e0-ba27-b5ce407ffb5e	name = Joan Woodbury                                     	dob = 1915    
Actor 	id = 938a2eaa-6757-4c5d-9fca-89315cfed121	name = Jeff Goldblum                                     	dob = 1952    
Actor 	id = d223b968-5980-4eb1-81e4-ca85a995f3ae	name = Isabella Rossellini                               	dob = 1955    
Actor 	id = d5ed4cc5-96f9-4367-ba74-5c5f46fdf8b9	name = Bud Spencer                                       	dob = 1929    
Actor 	id = 5242dedc-695c-4047-b9e9-164e25764102	name = Brent Huff                                        	dob = null    
Actor 	id = c11db531-27ee-4cee-84f7-bf714f6dbe89	name = Dudley Sutton                                     	dob = 1933    
Actor 	id = 4c5103d2-831e-44b5-981a-210f166755c6	name = Elizabeth Hartman                                 	dob = 1941    
Actor 	id = b5b0584e-4e5c-4255-852a-dbfbaecb1e59	name = George Stanford Brown                             	dob = 1943    
Actor 	id = 0a7bc96e-2c72-458c-914e-e6abdc554723	name = Terry Hatcher                                     	dob = null    
Actor 	id = 16586528-1829-411c-85f2-63c58091e2fa	name = Harry Hayden                                      	dob = 1884    
Actor 	id = 5f2aae8c-3cc1-4171-b51a-04638d55805d	name = Alwyn Kurts                                       	dob = null    
Actor 	id = d97f68ba-c464-420b-b8a3-bf69c9fea696	name = J.Lee Thompson                                    	dob = 1914    
Actor 	id = f48050cf-9b69-4dcc-a767-21a6ab9ffaa3	name = Valerie Landsburg                                 	dob = null    
Actor 	id = 7d463edf-3c31-447e-abb8-983a47b06039	name = Robert Ginty                                      	dob = null    
Actor 	id = fb423959-0aad-4a7e-92d4-3b1255452cda	name = Nastassia Kinsky                                  	dob = 1959    
Actor 	id = 1e69714e-ad59-4379-a920-482a918a8ea2	name = Monte Blue                                        	dob = 1890    
Actor 	id = 9f44ff21-b5be-4e96-bb98-2b87a21093be	name = Sam Neill                                         	dob = 1948    
Actor 	id = 6857ec9b-6f47-40d1-ae97-45f88ba6115c	name = Ethel Griffies                                    	dob = 1878    
Actor 	id = a1abad17-9a10-4013-be66-ed1915e0760f	name = Herbert Berghof                                   	dob = 1909    
Actor 	id = edb99cf6-a18c-4be2-8d61-39e5a836d7fa	name = Reg Varney                                        	dob = 1922    
Actor 	id = d91201f3-34ae-4d08-ba28-053c8d631021	name = Harold Warrender                                  	dob = 1903    
Actor 	id = 6f33e8a8-7a18-4f01-ae37-6d08361d91ce	name = Natalie Wood                                      	dob = 1938    
Actor 	id = 138247b4-7f4b-4d6b-9998-100b14afbe3a	name = Larry Riley                                       	dob = null    
Actor 	id = b3fd69ee-0e8b-42f0-a681-05a041e091ab	name = Rosie Grier                                       	dob = null    
Actor 	id = 9b5edae8-167b-4685-aa86-89560ba61b04	name = Jerry Hall                                        	dob = 1957    
Actor 	id = eb08362a-c6b1-40da-a219-b9ee207ecd02	name = Bert Lahr                                         	dob = 1895    
Actor 	id = 352da7b6-de5f-496d-8307-8cd09132a9e6	name = Denzel Washington                                 	dob = 1955    
Actor 	id = 792210bd-5395-40f7-b2f3-950d7dfd0b37	name = Eugene Lipinski                                   	dob = null    
Actor 	id = 6bf9e58f-f27e-4355-8aa9-52945728aa07	name = Edward Ashley                                     	dob = 1904    
Actor 	id = 251d35f9-05c6-4b12-97a6-46fa8765d999	name = Marvin Kaplin                                     	dob = 1924    
Actor 	id = 87d95f91-7d79-4e30-a7e7-bca0843256ca	name = Frankie Laine                                     	dob = 1913    
Actor 	id = 03263486-f6bf-466f-b2a7-5d888ce9f43e	name = Tullio Carminati                                  	dob = 1894    
Actor 	id = 55c56621-857e-42a6-a2bb-835d7f014b68	name = Jerry Zucker                                      	dob = null    
Actor 	id = 5ead8e67-cda6-4998-a380-40c05cc9ebbf	name = Minnie Maddern Fiske                              	dob = 1866    
Actor 	id = 9b0a1071-09ab-4e30-9475-2116f5fc91d2	name = Brigitte Bardot                                   	dob = 1933    
Actor 	id = e6faba17-c5a4-4d31-adf6-7f40db2fd1c5	name = Geraldine Chaplin                                 	dob = 1944    
Actor 	id = 86593af0-2646-4dd3-9b25-0c7131c3df7d	name = Anjelica Huston                                   	dob = 1951    
Actor 	id = 8c6c68d2-6109-4c76-bfaf-0e232e7bdefc	name = Paul Dooley                                       	dob = 1928    
Actor 	id = b1d38608-3b40-444a-ba28-2eb5d252b9a3	name = Arthur Mullard                                    	dob = 1910    
Actor 	id = 7b115276-70c9-473e-ab7a-4ffbe54fb783	name = Barbara Shelley                                   	dob = 1933    
Actor 	id = 30bdf7cc-d1b7-4299-a2dd-7cb9c1a85f7a	name = Dick VanPatten                                    	dob = 1928    
Actor 	id = b462df79-cb10-4d9a-85be-4304597a13a6	name = JoBeth Williams                                   	dob = null    
Actor 	id = e35be2fa-aa69-476c-bf4c-118ec57516c7	name = Chita Rivera                                      	dob = 1933    
Actor 	id = 5aef291f-0866-4451-a83a-8d7ab8daa263	name = Ed Gardner                                        	dob = 1901    
Actor 	id = 76b52825-fba0-48cb-acb2-518c85dbacc5	name = Gary Lockwood                                     	dob = 1937    
Actor 	id = d1b1ea8d-c9f5-4588-9334-20582330bd73	name = Susan Damante Shaw                                	dob = null    
Actor 	id = ea4b90b9-69b2-47b4-935d-6e4a1c70b6a2	name = Dirk Bogarde                                      	dob = 1921    
Actor 	id = 25535179-4cf3-465c-a2b0-d30dd6f08240	name = Tim Considine                                     	dob = null    
Actor 	id = 62ef8c0d-36d5-493f-a89f-f94fe702010c	name = Audrey                                            	dob = null    
Actor 	id = cbcc4057-181b-4515-a71e-81f5845e5079	name = Arthur Tracy                                      	dob = 1903    
Actor 	id = 0ef00ef1-5cfb-4de0-883c-0ee9684755e4	name = Peter Brown                                       	dob = null    
Actor 	id = f1e816de-e672-4be7-8e68-eb599a50d83e	name = Geoffrey Lewis                                    	dob = null    
Actor 	id = 1d350717-79fd-4aae-8553-e7cedde0b14b	name = James Franciscus                                  	dob = 1934    
Actor 	id = 4c5de62b-6e9b-4e9d-99ee-d8a20010ba9e	name = Jack Weston                                       	dob = 1926    
Actor 	id = d1fd20eb-473b-4959-980d-a32cca234b01	name = Diana Rigg                                        	dob = 1938    
Actor 	id = c2ce3570-089e-4da3-bd4e-223f7785faa6	name = Nina Foch                                         	dob = 1924    
Actor 	id = 10517ad2-69ec-452e-80aa-3b43d46d126c	name = Terence Right                                     	dob = null    
Actor 	id = 0023f970-1ce1-47d1-b1d3-81ebd5c9c575	name = Luther Adler                                      	dob = 1903    
Actor 	id = a22406a7-c5b5-496d-b022-e7915accb379	name = John Schuck                                       	dob = 1944    
Actor 	id = b9e8ca14-966e-42de-ab09-7474c719352d	name = Elizabeth Allen                                   	dob = 1934    
Actor 	id = 3c3be66b-dd20-40d9-a5be-5bb8be74d2c9	name = Eva Novak                                         	dob = 1899    
Actor 	id = fe6d974b-c204-4711-905a-7024105383ce	name = Bill Kerr                                         	dob = null    
Actor 	id = 0640bb27-11ee-425d-aecb-af072b127151	name = Jean Arthur                                       	dob = 1905    
Actor 	id = 50ca745b-837e-4ae4-a6b3-250dd48b43f4	name = Joseph Bologna                                    	dob = 1938    
Actor 	id = 5d53c196-ffea-4dde-8a70-a73b12ec4439	name = Lucy Prentiss                                     	dob = null    
Actor 	id = 8342c384-d59c-4f61-869a-a58af3e82737	name = Johnny Sheffield                                  	dob = 1931    
Actor 	id = 987b9517-e77d-4cdd-81a7-3c52227ba230	name = Charles Vanel                                     	dob = 1892    
Actor 	id = ce393932-97ef-465b-9dcd-87f532a57602	name = Bryan Brown                                       	dob = 1947    
Actor 	id = bae3596c-2edb-4f70-b485-9c216506ee54	name = Paul Williams                                     	dob = 1940    
Actor 	id = d2bf824c-0e6e-425a-9214-dcd140e58d34	name = Susan Dey                                         	dob = null    
Actor 	id = 55a0420c-50ab-49e0-8927-6e599e385aa2	name = Charlotte Michelle                                	dob = null    
Actor 	id = 7b2ac02e-bd31-40b1-a872-3b650c5942bb	name = Blanche Ravalec                                   	dob = null    
Actor 	id = 0c905ad4-4d62-4916-bc28-ef0fc2b71782	name = Calvin Lockhart                                   	dob = 1934    
Actor 	id = 7a682804-44b4-4f35-8240-8930769d6ba3	name = Richard Bohringer                                 	dob = null    
Actor 	id = 61c3aa81-b8af-4fd6-9b2b-c47bbef19ba2	name = George Chakiris                                   	dob = 1933    
Actor 	id = 13ec97d2-4173-44fa-a729-cc4b3bc701ff	name = Kelly Hu                                          	dob = null    
Actor 	id = 0a08a02d-924d-40e8-97b5-0be2e8ff94d6	name = Viola Leyel                                       	dob = null    
Actor 	id = 8b97d741-2cdf-4b30-94da-2c5bbb828bfa	name = Brian Dennehy                                     	dob = 1940    
Actor 	id = c32bd421-a509-4160-8235-aac581200641	name = Robert Rounseville                                	dob = 1914    
Actor 	id = 621f7fc5-d201-4f11-9ade-db89f9d19981	name = Frank Lackteen                                    	dob = 1894    
Actor 	id = e8619a97-19ab-4149-82fd-9d8fe9e99a39	name = Walter Gotell                                     	dob = null    
Actor 	id = 8870102b-e0d6-4d56-8097-15d8f9c83965	name = Amy Veness                                        	dob = 1876    
Actor 	id = 5e0daf41-df7d-4ac3-afc0-e61fd88eeaec	name = Lee Curreri                                       	dob = null    
Actor 	id = d820f938-2fac-4caa-a6da-2ea04ea48fa7	name = David Peel                                        	dob = 1920    
Actor 	id = f490fa15-4a67-4658-b238-bc4352dc399d	name = Arthur Space                                      	dob = 1908    
Actor 	id = 2fd4978e-5876-487a-88f3-dd651bb01bf2	name = Alison Skipworth                                  	dob = 1875    
Actor 	id = c7c91114-02e7-44ae-b4ed-863c2f75cf5a	name = Gene Nelson                                       	dob = 1920    
Actor 	id = dab25351-00da-4ba1-98f8-e2a0d74e54fb	name = Rupert Crosse                                     	dob = 1927    
Actor 	id = 29261eef-1a41-465e-9b98-dd64ebf73e08	name = Paula Wessely                                     	dob = 1908    
Actor 	id = f0ec78d2-2ae0-4678-9c16-2b41358e899e	name = Cliff Clark                                       	dob = 1893    
Actor 	id = a9b1b6db-6e20-4a21-b30e-37c83cb4d824	name = Fred Williamson                                   	dob = 1938    
Actor 	id = ff4583e4-01a2-45af-9e22-605288125e92	name = Gladys George                                     	dob = 1900    
Actor 	id = 178d8b32-eaac-4d7c-8bfd-b58b3aada44b	name = Edna Best                                         	dob = 1900    
Actor 	id = 417604df-3ff0-4cc6-8355-06ef4a98fa76	name = Cliff Osmond                                      	dob = null    
Actor 	id = c18e9d50-3a2a-484f-92d1-534a8008877b	name = Jacqueline Pagnol                                 	dob = null    
Actor 	id = b8779f4d-910c-4614-b572-ed2e510ab74f	name = Little Nell                                       	dob = null    
Actor 	id = cf93349e-8e82-4e1b-b8cc-61741b405381	name = Aaron Banks                                       	dob = null    
Actor 	id = 9a39b945-0962-46a0-a30c-ed1823508fd4	name = Kenneth Tobey                                     	dob = 1919    
Actor 	id = f7b62d29-59db-46eb-8488-ad40c052856a	name = Yvonne Arnaud                                     	dob = 1892    
Actor 	id = 636ac36c-e761-48f5-8a5f-4e7f563d0bf3	name = Stewart Granger                                   	dob = 1913    
Actor 	id = 5f325d81-bb66-4c58-a970-23cac31e2801	name = Michael Learned                                   	dob = 1939    
Actor 	id = 5c7d0a39-e44a-4214-93a8-af820eae9371	name = The Commodores                                    	dob = null    
Actor 	id = b5efe60b-0009-4c7d-a577-e58156b955e9	name = Douglass Watson                                   	dob = null    
Actor 	id = c6d58896-5f46-43f4-a4a5-0a3b4272ee25	name = Ron Glass                                         	dob = null    
Actor 	id = 5e8d05f9-4756-416f-ba6b-4472d0e9e922	name = Gerard Blain                                      	dob = 1930    
Actor 	id = 4f13cc86-83a5-4d92-98fc-c638b6830414	name = Jerry Paris                                       	dob = 1925    
Actor 	id = bdeb5989-16cc-44d6-b8db-de00f2249e0e	name = Norman Wisdom                                     	dob = 1918    
Actor 	id = 60f533a6-980e-468e-b99c-43f3c2939a34	name = Agnes Moorehead                                   	dob = 1906    
Actor 	id = 0d58e790-d04d-45f0-987c-b1cf62bc23d2	name = Percy Rodriques                                   	dob = 1924    
Actor 	id = 8200a18b-0ca7-4ca8-9a4b-fb1b05ef86dd	name = Donal Donnelly                                    	dob = null    
Actor 	id = ea79e91e-f08b-4a45-8bf8-ac1dded88360	name = Peter Finch                                       	dob = 1916    
Actor 	id = 0822ed0a-ad53-4e6e-a3d7-8159819f76b8	name = George Justin                                     	dob = null    
Actor 	id = 518c61c3-60db-4cb2-8fb3-9f111c166b73	name = Arthur Chesney                                    	dob = null    
Actor 	id = 6ff1dadd-889f-41b9-b177-52ae7133187a	name = Jane Randolph                                     	dob = 1919    
Actor 	id = f40cf391-7246-4606-b62b-f26326aa2925	name = Cyndi Silver                                      	dob = null    
Actor 	id = 4975d067-8df3-4084-b51f-63856cfa501d	name = Joel Fluellen                                     	dob = null    
Actor 	id = 3b8548ce-499d-416c-9dd4-830ce9fe1cb9	name = Richard Arlen                                     	dob = 1898    
Actor 	id = 466e7d61-8062-40f0-8c71-3bcc7498d864	name = Elizabeth Allan                                   	dob = 1908    
Actor 	id = 9598778c-54d0-4dbe-8bec-de86fd0dd9cd	name = Bonnie Bittner                                    	dob = null    
Actor 	id = 65986ca5-7292-462f-b61b-a7a8f601f631	name = Joseph Cortese                                    	dob = null    
Actor 	id = a6dc5266-2df5-4259-931c-ab780d0e83bc	name = May Hallatt                                       	dob = 1882    
Actor 	id = 32428dec-562d-4971-b146-96283c709e53	name = Benita Hume                                       	dob = 1906    
Actor 	id = 8920d3c3-97fe-4e0b-8198-2476c8314daf	name = Jaime Sanchez                                     	dob = null    
Actor 	id = 46830eab-f228-4c60-9576-5b9fe7e80e1d	name = Dean Martin                                       	dob = 1917    
Actor 	id = d735f64e-d3ec-49aa-9a44-021404363935	name = Kit Carson                                        	dob = null    
Actor 	id = 5e16c210-a657-4276-9db5-4906cf38f3ab	name = Kim Thompson                                      	dob = null    
Actor 	id = 89776424-5784-4515-8f8b-349e682dc4cc	name = Shelley Winters                                   	dob = 1922    
Actor 	id = 3e64a0bb-471c-483f-afa3-aef65d523040	name = Keith Gordon                                      	dob = null    
Actor 	id = a40f5a41-011b-40db-a9bd-68070c9503cf	name = Gloria Holden                                     	dob = 1908    
Actor 	id = 4250375c-7442-4cab-bac4-a1dc794a81fb	name = Lorenzo Lamas                                     	dob = null    
Actor 	id = 5c1f94dc-ac33-45e3-9a3e-0f1a1f3e9140	name = Stephen Wyman                                     	dob = 1963    
Actor 	id = 6e2fb004-8d50-4e05-bc28-8270b8739a46	name = Matthew Broderick                                 	dob = 1951    
Actor 	id = 7954ea69-29a2-45f7-b56b-06461ccf1a6a	name = Joan Dowling                                      	dob = 1929    
Actor 	id = c29f6fea-33d3-47b9-91dc-7930a4e48022	name = Linden Travers                                    	dob = 1913    
Actor 	id = 81c98877-ba1a-425e-9368-290d6cb083f3	name = King Donovan                                      	dob = null    
Actor 	id = 88fb6b7a-4e1c-42de-a3c9-fdd7ff8be2b8	name = Frank Zappa                                       	dob = null    
Actor 	id = 3edfe19f-33c2-4ead-bd0e-271e91d948c0	name = Sig Ruman                                         	dob = 1884    
Actor 	id = 3b749d0c-78b7-40ae-b93f-492855a49988	name = Denholm Elliott                                   	dob = 1922    
Actor 	id = 4d7e28c3-26aa-4ecc-89e5-bcce7a77ef0e	name = Bill Shine                                        	dob = 1911    
Actor 	id = 7f595f36-a0f0-45e7-bb59-4d37a9695741	name = Tippy Walker                                      	dob = null    
Actor 	id = 766c2f9a-6b61-40a7-b1ac-f54c49b9ffab	name = Fabray Falconetti                                 	dob = null    
Actor 	id = 9543a920-a8ed-42b2-bb94-b2351d0a02d2	name = Gene Krupa                                        	dob = null    
Actor 	id = 87acedad-3f90-4197-a05b-9384837f7b86	name = Berton Churchill                                  	dob = 1876    
Actor 	id = a982e346-adfb-4992-9f5a-dbaf4c4bef03	name = Joss Auckland                                     	dob = null    
Actor 	id = 2908f2db-0ac5-4e42-8f79-32d955cfe8b6	name = David Horne                                       	dob = 1898    
Actor 	id = 00142ee9-d5a9-4122-9179-bbe996cb4d57	name = Warren Oates                                      	dob = 1928    
Actor 	id = e6a2aabd-7928-4c5c-9fb0-e39f0c173cab	name = Cornelia Sharpe                                   	dob = null    
Actor 	id = dea0e921-051b-4cd6-9db3-5c3c4d608087	name = Mark Holden                                       	dob = null    
Actor 	id = 149c6168-833c-4de1-8f41-b91e61a3194c	name = Theodore Bikel                                    	dob = 1924    
Actor 	id = bfc9859a-e0db-4cb2-a75b-5dd79b39e8d5	name = Diane Baker                                       	dob = 1936    
Actor 	id = bf0322d0-786c-485f-a9e0-07a29ed9b806	name = Alma Bennett                                      	dob = 1889    
Actor 	id = 4b1071c5-3fef-4ab9-95b8-58ae6d716b9c	name = Martin Mull                                       	dob = null    
Actor 	id = 0217f220-ff42-4197-b58a-5d0be1b24115	name = Maxine Audley                                     	dob = 1923    
Actor 	id = 959c9b2b-ada3-49b6-8a20-a57475b9f9a7	name = Mary Carr                                         	dob = 1874    
