GENRE ERROR Film 	id = H2        	title = Number Thirteen                                   	year = 1922    	director = Hitchcock           	rating = 0.00	genres = []
GENRE ERROR Film 	id = FDL20     	title = Rulers of the City                                	year = 1980    	director = DiLeo               	rating = 0.00	genres = []
GENRE ERROR Film 	id = HGr5      	title = Thieves                                           	year = 1976    	director = Berry               	rating = 0.00	genres = []
GENRE ERROR Film 	id = IFy30     	title = Lock Up                                           	year = 1989    	director = J.Flynn             	rating = 0.00	genres = []
GENRE ERROR Film 	id = JFg10     	title = The Enforcer                                      	year = 1976    	director = Fargo               	rating = 0.00	genres = []
GENRE ERROR Film 	id = JHj10     	title = Creature from Black Lake                          	year = 1976    	director = Houck               	rating = 0.00	genres = []
GENRE ERROR Film 	id = LIC40     	title = Hick Chick                                        	year = 1993    	director = Carlino             	rating = 0.00	genres = []
NULL ITEMS  Film 	id = MLH10     	title = Dr.~Fisher of Geneva                              	year = 1980    	director = LindsayHogg         	rating = 0.00	genres = [29-Noir]
GENRE ERROR Film 	id = MLn10     	title = The Loneliest Runner                              	year = 1976    	director = M.Landon            	rating = 0.00	genres = []
GENRE ERROR Film 	id = MMi20     	title = Silent Rage                                       	year = 1982    	director = M.Miller            	rating = 0.00	genres = []
GENRE ERROR Film 	id = MSz8      	title = Car Wash                                          	year = 1976    	director = Schultz             	rating = 0.00	genres = []
GENRE ERROR Film 	id = MSz15     	title = Carbon Copy                                       	year = 1981    	director = Schultz             	rating = 0.00	genres = []
GENRE ERROR Film 	id = NiG10     	title = The Little Girl Who Lives Down the Lane           	year = 1976    	director = Gessner             	rating = 0.00	genres = []
GENRE ERROR Film 	id = NiG20     	title = It Rained All Night the Day I Left                	year = 1983    	director = Gessner             	rating = 0.00	genres = []
GENRE ERROR Film 	id = PSy10     	title = To the Devil...A Daughter                         	year = 1976    	director = Sykes               	rating = 0.00	genres = []
GENRE ERROR Film 	id = SRf20     	title = The Ice Pirates                                   	year = 1984    	director = Raffill             	rating = 0.00	genres = []
GENRE ERROR Film 	id = TKo10     	title = Fun with Dick and Jane                            	year = 1976    	director = Kotcheff            	rating = 0.00	genres = []
GENRE ERROR Film 	id = WiW1      	title = Kings of the Road                                 	year = 1976    	director = Wenders             	rating = 0.00	genres = []
GENRE ERROR Film 	id = WiW2      	title = Alice in the Cities                               	year = 1977    	director = Wenders             	rating = 0.00	genres = []
GENRE ERROR Film 	id = WiW4      	title = The American Friend                               	year = 1977    	director = Wenders             	rating = 0.00	genres = []
GENRE ERROR Film 	id = WiW27     	title = The End of Violence                               	year = 1997    	director = Wenders             	rating = 0.00	genres = []
NULL ITEMS  Film 	id = WiW30     	title = Buena Vista Social Club                           	year = null    	director = Ullrich Felsberg    	rating = 0.00	genres = [15-Musical]
NULL ITEMS  Film 	id = Z3410     	title = Amelia Earhart                                    	year = 1976    	director = Unknown34           	rating = 0.00	genres = [5-Biography]
NULL ITEMS  Film 	id = Z3411     	title = The Day After Trinity                             	year = 1981    	director = Unknown34           	rating = 0.00	genres = [8-Documentary]
NULL ITEMS  Film 	id = Z3412     	title = Enola Gay                                         	year = 1980    	director = Unknown34           	rating = 0.00	genres = [8-Documentary]
NULL ITEMS  Film 	id = Z3414     	title = The Manhattan Project                             	year = 1986    	director = Unknown34           	rating = 0.00	genres = [8-Documentary]
GENRE ERROR Film 	id = ASo1      	title = Alice, Sweet Alice                                	year = 1977    	director = Sole                	rating = 0.00	genres = []
GENRE ERROR Film 	id = CBt15     	title = Nightjohn                                         	year = 1997    	director = Burnett             	rating = 0.00	genres = []
GENRE ERROR Film 	id = CSr4      	title = Elisa, vida mia                                   	year = 1977    	director = Saura               	rating = 0.00	genres = []
GENRE ERROR Film 	id = CSr5      	title = Cria!                                             	year = 1977    	director = Saura               	rating = 0.00	genres = []
GENRE ERROR Film 	id = CSr7      	title = Horas Dulces                                      	year = 1981    	director = Saura               	rating = 0.00	genres = []
GENRE ERROR Film 	id = CSr9      	title = Antoineta                                         	year = 1982    	director = Saura               	rating = 0.00	genres = []
GENRE ERROR Film 	id = CSr25     	title = Ay, Carmela!                                      	year = 1991    	director = Saura               	rating = 0.00	genres = []
GENRE ERROR Film 	id = CSr30     	title = Tango                                             	year = 1998    	director = Saura               	rating = 0.00	genres = []
GENRE ERROR Film 	id = HNe12     	title = Hooper                                            	year = 1978    	director = H.Needham           	rating = 0.00	genres = []
NULL ITEMS  Film 	id = JBr10     	title = You Light Up My Life                              	year = 1977    	director = Joe~Brooks          	rating = 0.00	genres = [18-Romance]
GENRE ERROR Film 	id = JlS10     	title = The Cookies                                       	year = 1977    	director = Seria               	rating = 0.00	genres = []
GENRE ERROR Film 	id = MPr1      	title = The Bad News Bears in Breaking Training           	year = 1977    	director = M.Pressman          	rating = 0.00	genres = []
GENRE ERROR Film 	id = OlH1      	title = Tentacles                                         	year = 1977    	director = O.Hellman           	rating = 0.00	genres = []
GENRE ERROR Film 	id = RDo5      	title = Sleeping Dogs                                     	year = 1977    	director = Donaldson           	rating = 0.00	genres = []
GENRE ERROR Film 	id = RDo36     	title = Dante's Peak                                      	year = 1997    	director = Donaldson           	rating = 0.00	genres = []
GENRE ERROR Film 	id = RVD10     	title = Family Enforcer                                   	year = 1977    	director = R.DeVito            	rating = 0.00	genres = []
GENRE ERROR Film 	id = TyH10     	title = I-Omante                                          	year = 1977    	director = Himena              	rating = 0.00	genres = []
GENRE ERROR Film 	id = BvH8      	title = Every Which Way But Loose                         	year = 1978    	director = vanHorn             	rating = 0.00	genres = []
GENRE ERROR Film 	id = BvH10     	title = Any Which Way You Can                             	year = 1980    	director = vanHorn             	rating = 0.00	genres = []
GENRE ERROR Film 	id = CoA1      	title = Thunder and Lightning                             	year = 1977    	director = C.Allen             	rating = 0.00	genres = []
GENRE ERROR Film 	id = CoA10     	title = Avalanche                                         	year = 1978    	director = C.Allen             	rating = 0.00	genres = []
GENRE ERROR Film 	id = DeJ18     	title = The Angelic Conversation                          	year = 1985    	director = Jarman              	rating = 0.00	genres = []
GENRE ERROR Film 	id = DeJ20     	title = The Last of England                               	year = 1987    	director = Jarman              	rating = 0.00	genres = []
GENRE ERROR Film 	id = DeJ30     	title = Wittgenstein                                      	year = 1993    	director = Jarman              	rating = 0.00	genres = []
GENRE ERROR Film 	id = DeJ32     	title = Blue                                              	year = 1994    	director = Jarman              	rating = 0.00	genres = []
NULL ITEMS  Film 	id = DLy25     	title = Mulholland Drive                                  	year = null    	director = D.Lynch             	rating = 0.00	genres = []
GENRE ERROR Film 	id = ErM1      	title = Gates of Heaven                                   	year = 1978    	director = E.Morris            	rating = 0.00	genres = []
GENRE ERROR Film 	id = ErM2      	title = Vernon, Florida                                   	year = 1981    	director = E.Morris            	rating = 0.00	genres = []
GENRE ERROR Film 	id = GeM6      	title = The Road Warrior                                  	year = 1982    	director = Geo.Miller          	rating = 0.00	genres = []
GENRE ERROR Film 	id = GeM15     	title = Mad Max: Beyond Thunderdome                       	year = 1986    	director = Geo.Miller          	rating = 0.00	genres = []
DUPLICATE   Film 	id = GeM17     	title = Lorenzo's Oil                                     	year = 1992    	director = Geo.Miller          	rating = 0.00	genres = [8-Documentary, 24-Suspense, 9-Drama]
GENRE ERROR Film 	id = HoZ5      	title = Hearts of the West                                	year = 1975    	director = Zieff               	rating = 0.00	genres = []
GENRE ERROR Film 	id = HoZ14     	title = Private Benjamin                                  	year = 1980    	director = Zieff               	rating = 0.00	genres = []
GENRE ERROR Film 	id = JHy10     	title = Return Engagement                                 	year = 1978    	director = J.Hardy             	rating = 0.00	genres = []
GENRE ERROR Film 	id = JTo1      	title = Finger                                            	year = 1978    	director = Toback              	rating = 0.00	genres = []
GENRE ERROR Film 	id = JTo2      	title = Love and Money                                    	year = 1982    	director = Toback              	rating = 0.00	genres = []
GENRE ERROR Film 	id = LBe1      	title = The First Fight                                   	year = 1978    	director = Besson              	rating = 0.00	genres = []
GENRE ERROR Film 	id = LBe3      	title = Le Grand Bleu                                     	year = 1985    	director = Besson              	rating = 0.00	genres = []
GENRE ERROR Film 	id = LBe5      	title = Subway                                            	year = 1990    	director = Besson              	rating = 0.00	genres = []
GENRE ERROR Film 	id = LBe16     	title = Moonshadow                                        	year = 1995    	director = Besson              	rating = 0.00	genres = []
GENRE ERROR Film 	id = PSc20     	title = Cat People                                        	year = 1982    	director = Schrader            	rating = 0.00	genres = []
GENRE ERROR Film 	id = PSc32     	title = Light Sleeper                                     	year = 1992    	director = Schrader            	rating = 0.00	genres = []
GENRE ERROR Film 	id = PSc35     	title = Mishima                                           	year = 1995    	director = Schrader            	rating = 0.00	genres = []
GENRE ERROR Film 	id = RiL10     	title = Night Cries                                       	year = 1978    	director = R.Lang              	rating = 0.00	genres = []
GENRE ERROR Film 	id = RiL14     	title = Change of Seasons                                 	year = 1980    	director = R.Lang              	rating = 0.00	genres = []
GENRE ERROR Film 	id = RiL15     	title = The Mountain Men                                  	year = 1980    	director = R.Lang              	rating = 0.00	genres = []
GENRE ERROR Film 	id = RKl10     	title = Thank God it's Friday                             	year = 1978    	director = Klane               	rating = 0.00	genres = []
GENRE ERROR Film 	id = SRa10     	title = Under the Rainbow                                 	year = 1981    	director = Steven Rash         	rating = 0.00	genres = []
GENRE ERROR Film 	id = TCh3      	title = Cheech and Chong's Nice Dreams                    	year = 1981    	director = Chong               	rating = 0.00	genres = []
GENRE ERROR Film 	id = TCh4      	title = It Came from Hollywood                            	year = 1982    	director = Chong               	rating = 0.00	genres = []
GENRE ERROR Film 	id = TCh5      	title = Still Smokin'                                     	year = 1983    	director = Chong               	rating = 0.00	genres = []
GENRE ERROR Film 	id = TCh6      	title = Cheech and Chong's The Corsican Brothers          	year = 1984    	director = Chong               	rating = 0.00	genres = []
GENRE ERROR Film 	id = ToZ10     	title = Cat in the Cage                                   	year = 1978    	director = Zarindast           	rating = 0.00	genres = []
GENRE ERROR Film 	id = ToZ20     	title = Guns and Fury                                     	year = 1982    	director = Zarindast           	rating = 0.00	genres = []
GENRE ERROR Film 	id = WBe2      	title = Reds                                              	year = 1981    	director = Beatty              	rating = 0.00	genres = []
NULL ITEMS  Film 	id = Z7820     	title = Parts, The Clonus Horror                          	year = 1978    	director = UnYear78            	rating = 0.00	genres = [19-Sci-Fi]
NULL ITEMS  Film 	id = Z7840     	title = Rabbit Test                                       	year = 1978    	director = UnYear78            	rating = 0.00	genres = [6-Comedy]
GENRE ERROR Film 	id = ABr2      	title = Modern Romance                                    	year = 1981    	director = A.Brooks            	rating = 0.00	genres = []
NULL ITEMS  Film 	id = AlC10     	title = S\'erie Noir                                      	year = 1979    	director = Corneau             	rating = 0.00	genres = [29-Noir]
GENRE ERROR Film 	id = AlC14     	title = Fort Saganne                                      	year = 1983    	director = Corneau             	rating = 0.00	genres = []
GENRE ERROR Film 	id = AnC10     	title = Smokey and the Hotwire Gang                       	year = 1979    	director = Cardoza             	rating = 0.00	genres = []
GENRE ERROR Film 	id = BaB10     	title = Cloud Dancer                                      	year = 1979    	director = Ba.Brown            	rating = 0.00	genres = []
GENRE ERROR Film 	id = BWN1      	title = More American Graffiti                            	year = 1979    	director = Norton              	rating = 0.00	genres = []
GENRE ERROR Film 	id = DLD10     	title = Hot Stuff                                         	year = 1979    	director = DeLuise             	rating = 0.00	genres = []
GENRE ERROR Film 	id = HBe1      	title = The Onion Field                                   	year = 1979    	director = H.Becker            	rating = 0.00	genres = []
GENRE ERROR Film 	id = HBe2      	title = Black Marble                                      	year = 1976    	director = H.Becker            	rating = 0.00	genres = []
GENRE ERROR Film 	id = HBe20     	title = Mercury Rising                                    	year = 1998    	director = H.Becker            	rating = 0.00	genres = []
GENRE ERROR Film 	id = JaF10     	title = Penitentiary                                      	year = 1979    	director = Fanaka              	rating = 0.00	genres = []
GENRE ERROR Film 	id = MBr5      	title = Going in Style                                    	year = 1979    	director = Brest               	rating = 0.00	genres = []
GENRE ERROR Film 	id = MeS10     	title = Mean Dog Blues                                    	year = 1979    	director = M.Stuart            	rating = 0.00	genres = []
GENRE ERROR Film 	id = NiM13     	title = The Day After                                     	year = 1983    	director = N.Meyer             	rating = 0.00	genres = []
DUPLICATE   Film 	id = NiM30     	title = Star Trek, Generations                            	year = 1994    	director = N.Meyer             	rating = 0.00	genres = [19-Sci-Fi]
GENRE ERROR Film 	id = PAal      	title = A Force of One                                    	year = 1979    	director = Aaron               	rating = 0.00	genres = []
GENRE ERROR Film 	id = RDS1      	title = On The Yard                                       	year = 1979    	director = R.D.Silver          	rating = 0.00	genres = []
GENRE ERROR Film 	id = RDS2      	title = Walk on the Moon                                  	year = 1985    	director = R.D.Silver          	rating = 0.00	genres = []
NULL ITEMS  Film 	id = SDr10     	title = Mr.~Mom                                           	year = 1983    	director = Dragoti             	rating = 0.00	genres = [6-Comedy]
GENRE ERROR Film 	id = SMa10     	title = A Shining Season                                  	year = 1979    	director = Margolin            	rating = 0.00	genres = []
GENRE ERROR Film 	id = TJe10     	title = The Odd Angry Shot                                	year = 1979    	director = Jeffrey             	rating = 0.00	genres = []
GENRE ERROR Film 	id = AnA10     	title = The Gunslinger                                    	year = 1980    	director = Ascot               	rating = 0.00	genres = []
GENRE ERROR Film 	id = BBr10     	title = Tatoo                                             	year = 1980    	director = B.Brooks            	rating = 0.00	genres = []
GENRE ERROR Film 	id = BBy10     	title = Lifepod                                           	year = 1980    	director = Bryant              	rating = 0.00	genres = []
GENRE ERROR Film 	id = BGr10     	title = Wilma                                             	year = 1980    	director = Greenspan           	rating = 0.00	genres = []
GENRE ERROR Film 	id = CBd10     	title = Black Stallion                                    	year = 1980    	director = C.Ballard           	rating = 0.00	genres = []
GENRE ERROR Film 	id = ClP12     	title = La boum 2                                         	year = 1982    	director = Pinoteau            	rating = 0.00	genres = []
GENRE ERROR Film 	id = ClP18     	title = L'etudiante                                       	year = 1988    	director = Pinoteau            	rating = 0.00	genres = []
GENRE ERROR Film 	id = DHx10     	title = Naked Massacre                                    	year = 1980    	director = Heroux              	rating = 0.00	genres = []
GENRE ERROR Film 	id = DIr5      	title = C.H.U.D.                                          	year = 1980    	director = Irving              	rating = 0.00	genres = []
GENRE ERROR Film 	id = DIr10     	title = C.H.U.D. II, Bud the Chud                         	year = 1984    	director = Irving              	rating = 0.00	genres = []
GENRE ERROR Film 	id = DDo10     	title = Maenner                                           	year = 1980    	director = Dorrie              	rating = 0.00	genres = []
GENRE ERROR Film 	id = DDo12     	title = Ich und Er                                        	year = 1983    	director = Dorrie              	rating = 0.00	genres = []
GENRE ERROR Film 	id = DDo15     	title = Variety                                           	year = 1985    	director = Dorrie              	rating = 0.00	genres = []
GENRE ERROR Film 	id = DDo15     	title = Keiner liebt mich                                 	year = 1990    	director = Dorrie              	rating = 0.00	genres = []
GENRE ERROR Film 	id = DDo25     	title = Bin Ich schoen?                                   	year = 1998    	director = Dorrie              	rating = 0.00	genres = []
GENRE ERROR Film 	id = ErK10     	title = The Octagon                                       	year = 1980    	director = Karsen              	rating = 0.00	genres = []
DUPLICATE   Film 	id = FOR12     	title = Scream Queen Hot Tub Party                        	year = 1984    	director = F.O.Ray             	rating = 0.00	genres = [30-Porn]
GENRE ERROR Film 	id = GBo10     	title = Body and Soul                                     	year = 1981    	director = Bowers              	rating = 0.00	genres = []
GENRE ERROR Film 	id = GPe10     	title = From Hell to Victory                              	year = 1980    	director = Peppard             	rating = 0.00	genres = []
GENRE ERROR Film 	id = GMu1      	title = Goodbye Pork Pie                                  	year = 1980    	director = G.Murphy            	rating = 0.00	genres = []
GENRE ERROR Film 	id = GMu21     	title = Don't Look Back                                   	year = 1996    	director = G.Murphy            	rating = 0.00	genres = []
GENRE ERROR Film 	id = GMx2      	title = Meatballs part II                                 	year = 1980    	director = Mendelux            	rating = 0.00	genres = []
GENRE ERROR Film 	id = GMx3      	title = Meatballs part III                                	year = 1980    	director = Mendelux            	rating = 0.00	genres = []
GENRE ERROR Film 	id = GTr10     	title = Touched by Love                                   	year = 1980    	director = Trikonis            	rating = 0.00	genres = []
GENRE ERROR Film 	id = GaW10     	title = Wholly Moses                                      	year = 1980    	director = Weis                	rating = 0.00	genres = []
GENRE ERROR Film 	id = IHm10     	title = Gideon's Trumpet                                  	year = 1980    	director = Houseman            	rating = 0.00	genres = []
GENRE ERROR Film 	id = IIr12     	title = Ghost Story                                       	year = 1981    	director = Irvin               	rating = 0.00	genres = []
GENRE ERROR Film 	id = ISy4      	title = Lianna                                            	year = 1980    	director = Sayles              	rating = 0.00	genres = []
GENRE ERROR Film 	id = ISy6      	title = Baby, It's You                                    	year = 1980    	director = Sayles              	rating = 0.00	genres = []
GENRE ERROR Film 	id = ISy10     	title = Return of the Secaucus 7                          	year = 1980    	director = Sayles              	rating = 0.00	genres = []
GENRE ERROR Film 	id = ISy12     	title = 8 Men Out                                         	year = 1984    	director = Sayles              	rating = 0.00	genres = []
GENRE ERROR Film 	id = ISy14     	title = Make One                                          	year = 1986    	director = Sayles              	rating = 0.00	genres = []
GENRE ERROR Film 	id = ISy29     	title = Limbo                                             	year = 1999    	director = Sayles              	rating = 0.00	genres = []
GENRE ERROR Film 	id = ITr1      	title = Middle-age Crazy                                  	year = 1980    	director = John Trent          	rating = 0.00	genres = []
GENRE ERROR Film 	id = JiA12     	title = The Adventures of Ford Fairlane                   	year = 1989    	director = J.Abrahams          	rating = 0.00	genres = []
GENRE ERROR Film 	id = JoS10     	title = Cousins                                           	year = 1989    	director = Schumacher          	rating = 0.00	genres = []
GENRE ERROR Film 	id = JSd10     	title = Seems Like Old Times                              	year = 1980    	director = J.Sandrich          	rating = 0.00	genres = []
GENRE ERROR Film 	id = JuT15     	title = Earth Girls Are Easy                              	year = 1989    	director = Temple              	rating = 0.00	genres = []
GENRE ERROR Film 	id = KeD10     	title = The Mango Tree                                    	year = 1980    	director = Dobson              	rating = 0.00	genres = []
GENRE ERROR Film 	id = LGG10     	title = Stuckey's Last Stand                              	year = 1980    	director = Goldfarb            	rating = 0.00	genres = []
GENRE ERROR Film 	id = LGr10     	title = Terraces                                          	year = 1980    	director = Garrett             	rating = 0.00	genres = []
GENRE ERROR Film 	id = LSc10     	title = Hey, I'm Alive                                    	year = 1980    	director = Schiller            	rating = 0.00	genres = []
GENRE ERROR Film 	id = MBm2      	title = Lovesick                                          	year = 1983    	director = M.Brickman          	rating = 0.00	genres = []
GENRE ERROR Film 	id = MDa10     	title = Yellowbeard                                       	year = 1983    	director = Damski              	rating = 0.00	genres = []
GENRE ERROR Film 	id = MlB10     	title = Paper Wedding                                     	year = 1989    	director = Brault              	rating = 0.00	genres = []
GENRE ERROR Film 	id = MNe10     	title = The Awakening                                     	year = 1980    	director = Newell              	rating = 0.00	genres = []
GENRE ERROR Film 	id = MNe15     	title = The Good Father                                   	year = 1985    	director = Newell              	rating = 0.00	genres = []
GENRE ERROR Film 	id = MNe24     	title = Siesta                                            	year = 1994    	director = Newell              	rating = 0.00	genres = []
GENRE ERROR Film 	id = MNe26     	title = A Fine Romance                                    	year = 1995    	director = Newell              	rating = 0.00	genres = []
GENRE ERROR Film 	id = MRc10     	title = Union City                                        	year = 1980    	director = Reichert            	rating = 0.00	genres = []
GENRE ERROR Film 	id = PAl2      	title = Dark Passion                                      	year = 1981    	director = Almodovar           	rating = 0.00	genres = []
GENRE ERROR Film 	id = PAl3      	title = Labyrinth of Passion                              	year = 1982    	director = Almodovar           	rating = 0.00	genres = []
DUPLICATE   Film 	id = PAl4      	title = Matador                                           	year = 1985    	director = Almodovar           	rating = 0.00	genres = [6-Comedy]
GENRE ERROR Film 	id = PAl6      	title = Law of Desire                                     	year = 1986    	director = Almodovar           	rating = 0.00	genres = []
GENRE ERROR Film 	id = PMw10     	title = Touch and Go                                      	year = 1980    	director = P.Maxwell           	rating = 0.00	genres = []
GENRE ERROR Film 	id = PSt10     	title = Take It To The Limit                              	year = 1980    	director = Starr               	rating = 0.00	genres = []
GENRE ERROR Film 	id = ReD10     	title = Massacre at Central High                          	year = 1980    	director = Daalder             	rating = 0.00	genres = []
GENRE ERROR Film 	id = SBe10     	title = The Adventures of Tin Tin: The Lure of Black Gold 	year = 1990    	director = Bernasconi          	rating = 0.00	genres = []
GENRE ERROR Film 	id = SGr10     	title = Mad Dog                                           	year = 1980    	director = Grieco              	rating = 0.00	genres = []
GENRE ERROR Film 	id = SKw23     	title = Actress                                           	year = 1991    	director = Kwan                	rating = 0.00	genres = []
GENRE ERROR Film 	id = SKw30     	title = Red Rose White Rose                               	year = 1995    	director = Kwan                	rating = 0.00	genres = []
GENRE ERROR Film 	id = SSC2l     	title = Spring Break                                      	year = 1983    	director = Cunningham          	rating = 0.00	genres = []
GENRE ERROR Film 	id = SSz10     	title = Brussels Transit                                  	year = 1980    	director = Szlingerbaum        	rating = 0.00	genres = []
GENRE ERROR Film 	id = TaH10     	title = Everybody's All-American                          	year = 1988    	director = HackfordD           	rating = 0.00	genres = []
GENRE ERROR Film 	id = TBl10     	title = My Bodyguard                                      	year = 1980    	director = Bill                	rating = 0.00	genres = []
GENRE ERROR Film 	id = TBl15     	title = Six Weeks                                         	year = 1982    	director = Bill                	rating = 0.00	genres = []
GENRE ERROR Film 	id = TBl20     	title = Untamed Heart                                     	year = 1993    	director = Bill                	rating = 0.00	genres = []
GENRE ERROR Film 	id = WBo10     	title = Feuer, Eis, und Dynamit                           	year = 1982    	director = Bogner              	rating = 0.00	genres = []
GENRE ERROR Film 	id = WiH10     	title = Stalk the Wild Child                              	year = 1980    	director = W.Hale              	rating = 0.00	genres = []
GENRE ERROR Film 	id = YMZ29     	title = Keep Cool                                         	year = 1997    	director = YM.Zhang            	rating = 0.00	genres = []
GENRE ERROR Film 	id = YoM10     	title = The Family Game                                   	year = 1984    	director = Morita              	rating = 0.00	genres = []
NULL ITEMS  Film 	id = Z2810     	title = Sexworld                                          	year = 1980    	director = Unknown28           	rating = 0.00	genres = [30-Porn, 19-Sci-Fi]
NULL ITEMS  Film 	id = AbF10     	title = Ms.~45                                            	year = 1981    	director = Ferrara             	rating = 0.00	genres = [1-Action]
GENRE ERROR Film 	id = AbF25     	title = Bad Luitenant                                     	year = 1992    	director = Ferrara             	rating = 0.00	genres = []
GENRE ERROR Film 	id = AbF26     	title = Dangerous Game                                    	year = 1993    	director = Ferrara             	rating = 0.00	genres = []
GENRE ERROR Film 	id = AbF30     	title = The Blackout                                      	year = 1997    	director = Ferrara             	rating = 0.00	genres = []
GENRE ERROR Film 	id = ArN10     	title = Deadline                                          	year = 1981    	director = Nicholson           	rating = 0.00	genres = []
GENRE ERROR Film 	id = BMa10     	title = Nighthawks                                        	year = 1981    	director = Malmouth            	rating = 0.00	genres = []
NULL ITEMS  Film 	id = CGi10     	title = P\'etrole, p\'etrole                              	year = 1981    	director = Gion                	rating = 0.00	genres = [9-Drama]
GENRE ERROR Film 	id = CMq10     	title = Candy                                             	year = 1981    	director = C.Marquand          	rating = 0.00	genres = []
GENRE ERROR Film 	id = DBd10     	title = East of Elephant Rock                             	year = 1981    	director = D.Boyd              	rating = 0.00	genres = []
GENRE ERROR Film 	id = DuM8      	title = Defence of the Realm                              	year = 1985    	director = Makavejev           	rating = 0.00	genres = []
GENRE ERROR Film 	id = FRi10     	title = Taxi zum Klo                                      	year = 1981    	director = Ripploh             	rating = 0.00	genres = []
NULL ITEMS  Film 	id = FrV10     	title = La Che\`evre                                      	year = 1981    	director = Veber               	rating = 0.00	genres = []
GENRE ERROR Film 	id = FrV20     	title = Les Fugitifs                                      	year = 1986    	director = Veber               	rating = 0.00	genres = []
GENRE ERROR Film 	id = JCp10     	title = The Double McGuffin                               	year = 1981    	director = Camp                	rating = 0.00	genres = []
GENRE ERROR Film 	id = JFi10     	title = Raggedy Man                                       	year = 1981    	director = Fisk                	rating = 0.00	genres = []
GENRE ERROR Film 	id = JnT10     	title = All Night Long                                    	year = 1981    	director = Tramont             	rating = 0.00	genres = []
GENRE ERROR Film 	id = MCb10     	title = Butterfly                                         	year = 1981    	director = Cimber              	rating = 0.00	genres = []
GENRE ERROR Film 	id = OlS9      	title = Platoon                                           	year = 1986    	director = Ol.Stone            	rating = 0.00	genres = []
GENRE ERROR Film 	id = OlS12     	title = Wall Street                                       	year = 1988    	director = Ol.Stone            	rating = 0.00	genres = []
GENRE ERROR Film 	id = PAd2      	title = Sugarbaby                                         	year = 1984    	director = Adlon               	rating = 0.00	genres = []
GENRE ERROR Film 	id = PAd3      	title = Five Last Days                                    	year = 1985    	director = Adlon               	rating = 0.00	genres = []
GENRE ERROR Film 	id = PAd4      	title = The White Rose                                    	year = 1986    	director = Adlon               	rating = 0.00	genres = []
GENRE ERROR Film 	id = PBz10     	title = Nobody's Perfekt                                  	year = 1981    	director = Bonerz              	rating = 0.00	genres = []
GENRE ERROR Film 	id = PCx10     	title = Lonely Hearts                                     	year = 1981    	director = P.Cox               	rating = 0.00	genres = []
GENRE ERROR Film 	id = PCx13     	title = Man of Flowers                                    	year = 1983    	director = P.Cox               	rating = 0.00	genres = []
GENRE ERROR Film 	id = PCx16     	title = Cactus                                            	year = 1986    	director = P.Cox               	rating = 0.00	genres = []
GENRE ERROR Film 	id = PCx20     	title = A Woman's Tale                                    	year = 1989    	director = P.Cox               	rating = 0.00	genres = []
GENRE ERROR Film 	id = PrWl      	title = Don't Cry It's Only Thunder                       	year = 1981    	director = Werner              	rating = 0.00	genres = []
NULL ITEMS  Film 	id = RiR10     	title = Halloween II                                      	year = 1981    	director = Rick~Rosenthal      	rating = 0.00	genres = [13-Horror]
NULL ITEMS  Film 	id = RiR15     	title = Bad Boys                                          	year = 1983    	director = Rick~Rosenthal      	rating = 0.00	genres = []
GENRE ERROR Film 	id = RLT15     	title = Terry Fox Story                                   	year = 1983    	director = R.L.Thomas          	rating = 0.00	genres = []
GENRE ERROR Film 	id = RZe10     	title = Who Framed Roger Rabbit                           	year = 1988    	director = Zemeckis            	rating = 0.00	genres = []
GENRE ERROR Film 	id = RZe22     	title = Cast Away                                         	year = 1999    	director = Zemeckis            	rating = 0.00	genres = []
GENRE ERROR Film 	id = SGo15     	title = The Shooting Party                                	year = 1984    	director = S.Gordon            	rating = 0.00	genres = []
GENRE ERROR Film 	id = TBu10     	title = Attack Force Z                                    	year = 1981    	director = Burstall            	rating = 0.00	genres = []
GENRE ERROR Film 	id = WoP14     	title = Shattered                                         	year = 1991    	director = Petersen            	rating = 0.00	genres = []
GENRE ERROR Film 	id = ALs10     	title = Android                                           	year = 1982    	director = Lipstad             	rating = 0.00	genres = []
GENRE ERROR Film 	id = AmH25     	title = Loser                                             	year = 2000    	director = Heckerling          	rating = 0.00	genres = []
GENRE ERROR Film 	id = BLe4      	title = The Natural                                       	year = 1984    	director = B.Levinson          	rating = 0.00	genres = []
DUPLICATE   Film 	id = BLe5      	title = Tin Men                                           	year = 1987    	director = B.Levinson          	rating = 0.00	genres = [6-Comedy]
GENRE ERROR Film 	id = DaV1      	title = Le Retour de Martin Guerre                        	year = 1982    	director = Vigne               	rating = 0.00	genres = []
GENRE ERROR Film 	id = DnR10     	title = Ein Sack Voll Flohe                               	year = 1982    	director = Risi                	rating = 0.00	genres = []
GENRE ERROR Film 	id = DSW1      	title = Cannery Row                                       	year = 1982    	director = D.S.Ward            	rating = 0.00	genres = []
GENRE ERROR Film 	id = DvW10     	title = The Last Horror Film                              	year = 1982    	director = Winters             	rating = 0.00	genres = []
GENRE ERROR Film 	id = GrC5      	title = Gleaming the Cube                                 	year = 1985    	director = Clifford            	rating = 0.00	genres = []
GENRE ERROR Film 	id = HuH10     	title = Chariots of Fire                                  	year = 1981    	director = Hudson              	rating = 0.00	genres = []
GENRE ERROR Film 	id = IDu10     	title = Far East                                          	year = 1982    	director = Duigan              	rating = 0.00	genres = []
