No. of Films read '7958'.
Film 	id = HCP6      	title = The Story of Vernon and Irene Castle              	year = 1939    	director = H.Potter            	rating = 0.00	genres = [5-Biography, 15-Musical]
Film 	id = FLl70     	title = Mutiny on the Bounty                              	year = 1935    	director = F.Lloyd             	rating = 0.00	genres = [9-Drama]
Film 	id = ARk12     	title = The Dark Backward                                 	year = 1996    	director = Rifkin              	rating = 0.00	genres = [29-Noir]
Film 	id = DPt21     	title = Fort Apache, The Bronx                            	year = 1981    	director = Petrie              	rating = 0.00	genres = [1-Action]
Film 	id = ARk10     	title = The Chase                                         	year = 1994    	director = Rifkin              	rating = 0.00	genres = [3-Adventure]
Film 	id = MiD10     	title = Les Violons du Bal                                	year = 1974    	director = Drach               	rating = 0.00	genres = [5-Biography]
Film 	id = DPt23     	title = Six Pack                                          	year = 1982    	director = Petrie              	rating = 0.00	genres = [18-Romance, 15-Musical]
Film 	id = MtD10     	title = Hero at Large                                     	year = 1980    	director = M.Davidson          	rating = 0.00	genres = [9-Drama]
Film 	id = EuF30     	title = Charlie Chan on Broadway                          	year = 1937    	director = E.Forde             	rating = 0.00	genres = [16-Mystery, 6-Comedy]
Film 	id = JSy10     	title = Rave Review                                       	year = 1994    	director = Seymour             	rating = 0.00	genres = [6-Comedy]
Film 	id = DMc1      	title = Cousin Bette                                      	year = 1998    	director = McAnuff             	rating = 0.00	genres = [9-Drama]
Film 	id = FLl62     	title = Berkeley Square                                   	year = 1933    	director = F.Lloyd             	rating = 0.00	genres = [18-Romance]
Film 	id = IFy40     	title = Brainscan                                         	year = 1994    	director = J.Flynn             	rating = 0.00	genres = [1-Action]
Film 	id = NLl99     	title = Anniversary Gift                                  	year = 1959    	director = N.Lloyd             	rating = 0.00	genres = [24-Suspense]
Film 	id = NLl98     	title = No Pain                                           	year = 1959    	director = N.Lloyd             	rating = 0.00	genres = [24-Suspense]
Film 	id = NLl97     	title = The Human Interest Story                          	year = 1959    	director = N.Lloyd             	rating = 0.00	genres = [19-Sci-Fi, 24-Suspense]
Film 	id = ETG10     	title = Beat Girl                                         	year = 1960    	director = Greville            	rating = 0.00	genres = [9-Drama, 8-Documentary]
Film 	id = NLl96     	title = Your Witness                                      	year = 1959    	director = N.Lloyd             	rating = 0.00	genres = [24-Suspense]
Film 	id = NLl95     	title = Six People, No Music                              	year = 1959    	director = N.Lloyd             	rating = 0.00	genres = [24-Suspense]
Film 	id = HNe10     	title = Smokey and the Bandit                             	year = 1977    	director = H.Needham           	rating = 0.00	genres = [1-Action]
Film 	id = NLl94     	title = Safety for the Witness                            	year = 1958    	director = N.Lloyd             	rating = 0.00	genres = [24-Suspense]
Film 	id = NLl93     	title = The 2,000,000 Dollar Defense                      	year = 1958    	director = N.Lloyd             	rating = 0.00	genres = [24-Suspense]
Film 	id = IFy27     	title = Best Seller                                       	year = 1987    	director = J.Flynn             	rating = 0.00	genres = [36-Scat]
Film 	id = DPt16     	title = Eleanor and Franklin                              	year = 1976    	director = Petrie              	rating = 0.00	genres = [12-History]
Film 	id = ETG12     	title = The Hands of Orlac                                	year = 1961    	director = Greville            	rating = 0.00	genres = [13-Horror]
Film 	id = DPt17     	title = Eleanor and Franklin, The White House Years       	year = 1977    	director = Petrie              	rating = 0.00	genres = [12-History]
Film 	id = EuF40     	title = Charlie Chan at Monte Carlo                       	year = 1938    	director = E.Forde             	rating = 0.00	genres = [16-Mystery, 6-Comedy]
Film 	id = RRw37     	title = These Wilder Years                                	year = 1956    	director = Rowland             	rating = 0.00	genres = [9-Drama]
Film 	id = RRw35     	title = Hit the Deck                                      	year = 1955    	director = Rowland             	rating = 0.00	genres = [15-Musical]
Film 	id = FLl59     	title = Cavalcade                                         	year = 1933    	director = F.Lloyd             	rating = 0.00	genres = [9-Drama]
Film 	id = DPt19     	title = The Betsy                                         	year = 1978    	director = Petrie              	rating = 0.00	genres = [9-Drama]
Film 	id = RRw33     	title = Affair with a Stranger                            	year = 1953    	director = Rowland             	rating = 0.00	genres = [6-Comedy]
Film 	id = VSa10     	title = Clownhouse                                        	year = 1987    	director = Salva               	rating = 0.00	genres = [13-Horror]
Film 	id = HJ12      	title = Eating                                            	year = 1991    	director = Jaglom              	rating = 0.00	genres = [6-Comedy]
Film 	id = HJ14      	title = Babyfever                                         	year = 1994    	director = Jaglom              	rating = 0.00	genres = [18-Romance]
Film 	id = HHo3      	title = Beware, My Lovely                                 	year = 1952    	director = Horner              	rating = 0.00	genres = [24-Suspense]
Film 	id = YAl10     	title = Les Orgeilleux                                    	year = 1953    	director = Y.Allegret          	rating = 0.00	genres = [9-Drama]
Film 	id = HNe20     	title = Stroker Ace                                       	year = 1983    	director = H.Needham           	rating = 0.00	genres = [6-Comedy]
Film 	id = RkM10     	title = D.O.A.                                            	year = 1988    	director = Annabel Jankel      	rating = 0.00	genres = [24-Suspense]
Film 	id = HHo5      	title = Vicki                                             	year = 1953    	director = Horner              	rating = 0.00	genres = [24-Suspense]
Film 	id = HJ18      	title = Deja Vu                                           	year = 1998    	director = Jaglom              	rating = 0.00	genres = [28-Romantic Comedy]
Film 	id = VSa18     	title = Powder                                            	year = 1995    	director = Salva               	rating = 0.00	genres = [19-Sci-Fi]
Film 	id = RkM16     	title = Super Mario Bros.                                 	year = 1993    	director = Annabel Jankel      	rating = 0.00	genres = [1-Action]
Film 	id = VHa10     	title = White Zombie                                      	year = 1932    	director = Halperin            	rating = 0.00	genres = [13-Horror]
Film 	id = EuF51     	title = Michael Shayne, Private Detective                 	year = 1940    	director = E.Forde             	rating = 0.00	genres = [16-Mystery]
Film 	id = EtC20     	title = Das Leben ist ein langer, ruhiger Fluss           	year = 1987    	director = Chatiliez           	rating = 0.00	genres = [9-Drama]
Film 	id = RWB77     	title = The Monster Club                                  	year = 1981    	director = R.W.Baker           	rating = 0.00	genres = [13-Horror]
Film 	id = GLC12     	title = My Man Godfrey                                    	year = 1936    	director = LaCava              	rating = 0.00	genres = [6-Comedy]
Film 	id = EuF50     	title = Charlie Chan's Murder Cruise                      	year = 1940    	director = E.Forde             	rating = 0.00	genres = [16-Mystery, 6-Comedy]
Film 	id = EuF55     	title = The Man Who Wouldn't Die                          	year = 1940    	director = E.Forde             	rating = 0.00	genres = [16-Mystery]
Film 	id = RWB73     	title = The Vault of Horror                               	year = 1973    	director = Francis             	rating = 0.00	genres = [13-Horror]
Film 	id = FKi18     	title = Into the Sun                                      	year = 1992    	director = Kiersch             	rating = 0.00	genres = [1-Action]
Film 	id = EtC25     	title = Tatie Danielle                                    	year = 1990    	director = Chatiliez           	rating = 0.00	genres = [9-Drama]
Film 	id = EuF53     	title = Dressed To Kill                                   	year = 1940    	director = E.Forde             	rating = 0.00	genres = [16-Mystery]
Film 	id = EuF59     	title = Blue and White and Perfect                        	year = 1940    	director = E.Forde             	rating = 0.00	genres = [16-Mystery]
Film 	id = HNe15     	title = Smokey and the Bandit II                          	year = 1980    	director = H.Needham           	rating = 0.00	genres = [19-Sci-Fi]
Film 	id = WAS112    	title = You Were Never Lovelier                           	year = 1942    	director = Seiter              	rating = 0.00	genres = [18-Romance, 15-Musical]
Film 	id = EuF57     	title = Time To Kill                                      	year = 1940    	director = E.Forde             	rating = 0.00	genres = [16-Mystery]
Film 	id = FLl40     	title = East Lynne                                        	year = 1931    	director = F.Lloyd             	rating = 0.00	genres = [9-Drama]
Film 	id = WAS115    	title = A Lady Takes a Chance                             	year = 1943    	director = Seiter              	rating = 0.00	genres = [18-Romance]
Film 	id = SHo4      	title = The Nanny                                         	year = 1965    	director = S.Holt              	rating = 0.00	genres = [24-Suspense]
Film 	id = FKi10     	title = Children of the Corn                              	year = 1984    	director = Kiersch             	rating = 0.00	genres = [13-Horror]
Film 	id = SHo2      	title = Taste of Fear                                     	year = 1961    	director = S.Holt              	rating = 0.00	genres = [24-Suspense]
Film 	id = HNe17     	title = The Cannonball Run                                	year = 1981    	director = H.Needham           	rating = 0.00	genres = [6-Comedy, 1-Action]
Film 	id = YYa60     	title = Tora-San Goes to Vienna                           	year = 1989    	director = Yamada              	rating = 0.00	genres = [9-Drama]
Film 	id = GLC13     	title = Stage Door                                        	year = 1937    	director = LaCava              	rating = 0.00	genres = [9-Drama, 6-Comedy]
Film 	id = RWB58     	title = Quatermass and the Pit                            	year = 1967    	director = R.W.Baker           	rating = 0.00	genres = [19-Sci-Fi]
Film 	id = Pri1      	title = Purple Rain                                       	year = 1984    	director = Prince              	rating = 0.00	genres = [15-Musical]
Film 	id = YYa62     	title = What A Life! My Uncle Tora                        	year = 1990    	director = Yamada              	rating = 0.00	genres = [6-Comedy]
Film 	id = Pri2      	title = Graffiti Bridge                                   	year = 1990    	director = Prince              	rating = 0.00	genres = [15-Musical]
Film 	id = YYa58     	title = Otoko wa Tsuraiyo                                 	year = 1989    	director = Yamada              	rating = 0.00	genres = [9-Drama]
Film 	id = YYa59     	title = Tora-San, the Memorial Day of Salad               	year = 1989    	director = Yamada              	rating = 0.00	genres = [6-Comedy]
Film 	id = WAS100    	title = Three Blind Mice                                  	year = 1938    	director = Seiter              	rating = 0.00	genres = [6-Comedy]
Film 	id = HNe25     	title = Cannonball Run II                                 	year = 1984    	director = H.Needham           	rating = 0.00	genres = [6-Comedy, 1-Action]
Film 	id = FLl30     	title = The Divine Lady                                   	year = 1929    	director = F.Lloyd             	rating = 0.00	genres = [5-Biography]
Film 	id = TBl21     	title = A Home of Our Own                                 	year = 1993    	director = Bill                	rating = 0.00	genres = [9-Drama]
Film 	id = RSt440    	title = Goodbye, George                                   	year = 1963    	director = R.Stevens           	rating = 0.00	genres = [24-Suspense]
Film 	id = RSt441    	title = The Magic Shop                                    	year = 1964    	director = R.Stevens           	rating = 0.00	genres = [24-Suspense]
Film 	id = ETi10     	title = Improper Channels                                 	year = 1981    	director = Till                	rating = 0.00	genres = [9-Drama]
Film 	id = WAS130    	title = A Touch of Venus                                  	year = 1948    	director = Seiter              	rating = 0.00	genres = [18-Romance]
Film 	id = REn6      	title = Dames                                             	year = 1934    	director = Enright             	rating = 0.00	genres = [15-Musical]
Film 	id = YYa82     	title = Otoko wa Tsuraiyo                                 	year = 1996    	director = Yamada              	rating = 0.00	genres = [6-Comedy]
Film 	id = YYa78     	title = Gakko                                             	year = 1993    	director = Yamada              	rating = 0.00	genres = [18-Romance]
Film 	id = IrW10     	title = Best Boy                                          	year = 1980    	director = Wohl                	rating = 0.00	genres = [8-Documentary]
Film 	id = FLl10     	title = Madame X                                          	year = 1920    	director = F.Lloyd             	rating = 0.00	genres = [9-Drama]
Film 	id = WAS125    	title = Lover Come Back                                   	year = 1945    	director = Seiter              	rating = 0.00	genres = [6-Comedy]
Film 	id = RWB82     	title = Mission: Monte Carlo                              	year = 1985    	director = R.W.Baker           	rating = 0.00	genres = [24-Suspense]
Film 	id = DRi20     	title = Man, Woman and Child                              	year = 1983    	director = Richards            	rating = 0.00	genres = [9-Drama]
Film 	id = SHp5      	title = Predator II                                       	year = 1991    	director = S.Hopkins           	rating = 0.00	genres = [1-Action]
Film 	id = EBS90     	title = Mighty Joe Young                                  	year = 1949    	director = Schoedsack          	rating = 0.00	genres = [3-Adventure]
Film 	id = FAl10     	title = Beyond the Rockies                                	year = 1940    	director = F.Allen             	rating = 0.00	genres = [25-West]
Film 	id = DuM20     	title = Gorilla Bathes at Noon                            	year = 1993    	director = Makavejev           	rating = 0.00	genres = [9-Drama]
Film 	id = TLW5      	title = Holy Matrimony                                    	year = 1994    	director = Wallace             	rating = 0.00	genres = [9-Drama]
Film 	id = IPC25     	title = Sleeping Car to Trieste                           	year = 1948    	director = Carstairs           	rating = 0.00	genres = [9-Drama]
Film 	id = TLW1      	title = And the Sea Will Tell                             	year = 1991    	director = T.L.Wallace         	rating = 0.00	genres = [5-Biography, 9-Drama]
Film 	id = DRi14     	title = March or Die                                      	year = 1977    	director = Richards            	rating = 0.00	genres = [9-Drama]
Film 	id = DRi10     	title = Farewell My Lovely                                	year = 1975    	director = Richards            	rating = 0.00	genres = [24-Suspense]
Film 	id = SiA10     	title = The Minotaur                                      	year = 1960    	director = Amadio              	rating = 0.00	genres = [3-Adventure]
Film 	id = SSR10     	title = Far North                                         	year = 1988    	director = Sheppard            	rating = 0.00	genres = [9-Drama]
Film 	id = SSR12     	title = True West                                         	year = 1990    	director = Sheppard            	rating = 0.00	genres = [9-Drama]
Film 	id = SSR15     	title = Silent Tongue                                     	year = 1994    	director = Sheppard            	rating = 0.00	genres = [25-West]
Film 	id = DRz10     	title = Carences                                          	year = 1993    	director = Rozenberg           	rating = 0.00	genres = [9-Drama]
Film 	id = DuM10     	title = The Coca-Cola Kid                                 	year = 1985    	director = Makavejev           	rating = 0.00	genres = [6-Comedy]
Film 	id = HoC10     	title = Captain Scarlett                                  	year = 1953    	director = Carr                	rating = 0.00	genres = [3-Adventure]
Film 	id = HH9       	title = Dawn Patrol                                       	year = 1930    	director = Hawks               	rating = 0.00	genres = [3-Adventure]
Film 	id = StA10     	title = Orgy of the Dead                                  	year = 1965    	director = Apostoloff          	rating = 0.00	genres = [30-Porn, 13-Horror]
Film 	id = ChM20     	title = Waiting for the Light                             	year = 1990    	director = Monger              	rating = 0.00	genres = [6-Comedy]
Film 	id = JEp15     	title = The Fall of the House of Usher                    	year = 1929    	director = Luis Bunuel         	rating = 0.00	genres = [13-Horror]
Film 	id = xLe10     	title = Tarzan's Revenge                                  	year = 1938    	director = Lederman            	rating = 0.00	genres = [3-Adventure]
Film 	id = DGz10     	title = Ramona                                            	year = 1929    	director = Gaziadis            	rating = 0.00	genres = [9-Drama]
Film 	id = BBw10     	title = Endless Summer                                    	year = 1966    	director = Br.Brown            	rating = 0.00	genres = [18-Romance]
Film 	id = RDL12     	title = The Four Musketeers                               	year = 1975    	director = R.Lester            	rating = 0.00	genres = [1-Action]
Film 	id = RDL11     	title = Juggernaut                                        	year = 1974    	director = Lester              	rating = 0.00	genres = [6-Comedy, 24-Suspense]
Film 	id = RDL10     	title = The Three Musketeers                              	year = 1973    	director = R.Lester            	rating = 0.00	genres = [1-Action]
Film 	id = WRi20     	title = A Night in the Life of Jimmy Reardon              	year = 1985    	director = Richert             	rating = 0.00	genres = [6-Comedy]
Film 	id = RDL15     	title = Robin and Marian                                  	year = 1976    	director = Lester              	rating = 0.00	genres = [9-Drama]
Film 	id = MCy11     	title = Iphigenia                                         	year = 1976    	director = Cacoyannis          	rating = 0.00	genres = [9-Drama]
Film 	id = FRK10     	title = Buffy the Vampire Slayer                          	year = 1992    	director = Kuzui               	rating = 0.00	genres = [6-Comedy, 13-Horror]
Film 	id = MCy10     	title = The Trojan Women                                  	year = 1971    	director = Cacoyannis          	rating = 0.00	genres = [9-Drama]
Film 	id = RDL13     	title = Royal Flash                                       	year = 1975    	director = Lester              	rating = 0.00	genres = [3-Adventure, 5-Biography]
Film 	id = HJ5       	title = Can She Bake a Cherry Pie?                        	year = 1983    	director = Jaglom              	rating = 0.00	genres = [6-Comedy, 18-Romance]
Film 	id = BBw20     	title = Bruce Brown's The Endless Summer II               	year = 1966    	director = Br.Brown            	rating = 0.00	genres = [18-Romance]
Film 	id = HJ7       	title = Sitting Ducks                                     	year = 1980    	director = Jaglom              	rating = 0.00	genres = [6-Comedy]
Film 	id = EBS60     	title = Son of Kong                                       	year = 1934    	director = Schoedsack          	rating = 0.00	genres = [3-Adventure]
Film 	id = HHu2      	title = The Outlaw                                        	year = 1948    	director = Hawks               	rating = 0.00	genres = [25-West]
Film 	id = HHu1      	title = Hell's Angels                                     	year = 1930    	director = H.Hughes            	rating = 0.00	genres = [3-Adventure]
Film 	id = WRi10     	title = Winter Kills                                      	year = 1979    	director = Richert             	rating = 0.00	genres = [9-Drama]
Film 	id = OlA16     	title = Destinees Sentimentales                           	year = 1999    	director = Assayas             	rating = 0.00	genres = [9-Drama, 5-Biography]
Film 	id = OlA15     	title = Late August, Early September                      	year = 1999    	director = Assayas             	rating = 0.00	genres = [18-Romance]
Film 	id = ALi10     	title = Where the Buffalo Roam                            	year = 1980    	director = Linson              	rating = 0.00	genres = [29-Noir]
Film 	id = DaB31     	title = Lullaby of Broadway                               	year = 1951    	director = D.Butler            	rating = 0.00	genres = [15-Musical]
Film 	id = OlA10     	title = Paris s'eveille                                   	year = 1990    	director = Assayas             	rating = 0.00	genres = [9-Drama]
Film 	id = DaB30     	title = Painting the Clouds with Sunshine                 	year = 1951    	director = D.Butler            	rating = 0.00	genres = [15-Musical]
Film 	id = CuB40     	title = Beau Brummel                                      	year = 1954    	director = Bernhardt           	rating = 0.00	genres = [9-Drama]
Film 	id = OlA14     	title = Irma Vep                                          	year = 1997    	director = Assayas             	rating = 0.00	genres = [27-Surreal]
Film 	id = DaB33     	title = Where's Charley?                                  	year = 1952    	director = D.Butler            	rating = 0.00	genres = [15-Musical]
Film 	id = LwT10     	title = Second Verdict                                    	year = 1964    	director = Teague              	rating = 0.00	genres = [24-Suspense]
Film 	id = DaB32     	title = April in Paris                                    	year = 1952    	director = D.Butler            	rating = 0.00	genres = [15-Musical]
Film 	id = WGi10     	title = Day of the Animals                                	year = 1977    	director = Girdler             	rating = 0.00	genres = [13-Horror]
Film 	id = CuB44     	title = Kisses for My President                           	year = 1964    	director = Bernhardt           	rating = 0.00	genres = [6-Comedy]
Film 	id = WGi15     	title = The Manitou                                       	year = 1978    	director = Girdler             	rating = 0.00	genres = [13-Horror]
Film 	id = NCs10     	title = She's So Lovely                                   	year = 1997    	director = NCassavetes         	rating = 0.00	genres = [9-Drama, 18-Romance]
Film 	id = EBS50     	title = King Kong                                         	year = 1933    	director = Schoedsack          	rating = 0.00	genres = [3-Adventure]
Film 	id = KuF9      	title = Backerei Zurrer                                   	year = 1958    	director = Fruh                	rating = 0.00	genres = [9-Drama]
Film 	id = DaB28     	title = Tea for Two                                       	year = 1950    	director = D.Butler            	rating = 0.00	genres = [15-Musical]
Film 	id = DaB29     	title = The Daughter of Rosie O'Grady                     	year = 1950    	director = D.Butler            	rating = 0.00	genres = [15-Musical]
Film 	id = HL1       	title = Over the Fence                                    	year = 1919    	director = H.Lloyd             	rating = 0.00	genres = [6-Comedy]
Film 	id = AgH5      	title = Angry Harvest                                     	year = 1989    	director = A.Holland           	rating = 0.00	genres = [9-Drama]
Film 	id = DaB23     	title = Two Guys From Milwaukee                           	year = 1946    	director = D.Butler            	rating = 0.00	genres = [6-Comedy]
Film 	id = HL3       	title = Early Cinema, Vol.1                               	year = 1919    	director = Mack Sennett        	rating = 0.00	genres = [6-Comedy]
Film 	id = MGe5      	title = Madame Butterfly                                  	year = 1932    	director = Gering              	rating = 0.00	genres = [9-Drama]
Film 	id = HL2       	title = His Royal Slyness                                 	year = 1919    	director = H.Lloyd             	rating = 0.00	genres = [6-Comedy]
Film 	id = DaB21     	title = Thank Your Lucky Stars                            	year = 1943    	director = D.Butler            	rating = 0.00	genres = [15-Musical]
Film 	id = CuB39     	title = Miss Sadie Thompson                               	year = 1953    	director = Bernhardt           	rating = 0.00	genres = [15-Musical]
Film 	id = AgH1      	title = To Kill A Priest                                  	year = 1988    	director = A.Holland           	rating = 0.00	genres = [9-Drama]
Film 	id = HL4       	title = Harold Lloyd: Comedy Classics                     	year = 1919    	director = H.Lloyd             	rating = 0.00	genres = [6-Comedy, 8-Documentary]
Film 	id = CuB37     	title = The Merry Widow                                   	year = 1952    	director = Bernhardt           	rating = 0.00	genres = [15-Musical]
Film 	id = AES90     	title = One Night in the Tropics                          	year = 1939    	director = A.E.Sutherland      	rating = 0.00	genres = [6-Comedy, 15-Musical]
Film 	id = MLs10     	title = House of Cards                                    	year = 1992    	director = Lessac              	rating = 0.00	genres = [9-Drama]
Film 	id = WHl30     	title = Trespass                                          	year = 1992    	director = W.Hill              	rating = 0.00	genres = [1-Action]
Film 	id = HL8       	title = The Freshman                                      	year = 1925    	director = H.Lloyd             	rating = 0.00	genres = [6-Comedy]
Film 	id = WHl32     	title = Geronimo: An American Legend                      	year = 1993    	director = W.Hill              	rating = 0.00	genres = [25-West, 5-Biography]
Film 	id = CuB34     	title = Possessed                                         	year = 1947    	director = Bernhardt           	rating = 0.00	genres = [9-Drama]
Film 	id = DaB17     	title = Playmates                                         	year = 1941    	director = D.Butler            	rating = 0.00	genres = [6-Comedy]
Film 	id = JaC1      	title = The Wagon Trails                                  	year = 1906    	director = Cruze               	rating = 0.00	genres = [3-Adventure]
Film 	id = MBe18     	title = The Conviction                                    	year = 1994    	director = Bellocchio          	rating = 0.00	genres = [9-Drama]
Film 	id = DaB13     	title = You're a Sweetheart                               	year = 1937    	director = Butler              	rating = 0.00	genres = [15-Musical]
Film 	id = DaB11     	title = Captain January                                   	year = 1936    	director = Butler              	rating = 0.00	genres = [15-Musical]
Film 	id = FCr10     	title = The Wedding Singer                                	year = 1998    	director = Coraci              	rating = 0.00	genres = [18-Romance, 6-Comedy]
Film 	id = FCr11     	title = The Waterboy                                      	year = 1999    	director = Coraci              	rating = 0.00	genres = [6-Comedy]
Film 	id = JsC10     	title = Hide in Plain Sight                               	year = 1980    	director = Caan                	rating = 0.00	genres = [9-Drama]
Film 	id = MBe10     	title = Devil in the Flesh                                	year = 1987    	director = Bellocchio          	rating = 0.00	genres = [9-Drama, 30-Porn]
Film 	id = BrP15     	title = Duet                                              	year = 1999    	director = Paltrow             	rating = 0.00	genres = [6-Comedy]
Film 	id = WHl20     	title = Another 48 Hrs.                                   	year = 1982    	director = W.Hill              	rating = 0.00	genres = [1-Action]
Film 	id = EBS30     	title = The Four Feathers                                 	year = 1929    	director = L.Mendes            	rating = 0.00	genres = [3-Adventure]
Film 	id = JDm10     	title = Arguing the World                                 	year = 1998    	director = Dorman              	rating = 0.00	genres = [5-Biography]
Film 	id = JaB2      	title = The Paper Chase                                   	year = 1973    	director = Bridges             	rating = 0.00	genres = [6-Comedy]
Film 	id = JaB5      	title = The China Syndrome                                	year = 1979    	director = Bridges             	rating = 0.00	genres = [9-Drama]
Film 	id = WHl15     	title = Streets of Fire                                   	year = 1984    	director = W.Hill              	rating = 0.00	genres = [1-Action]
Film 	id = FrH10     	title = After Shock                                       	year = 1991    	director = F.Harris            	rating = 0.00	genres = [19-Sci-Fi]
Film 	id = WHl10     	title = 48 Hrs.                                           	year = 1982    	director = W.Hill              	rating = 0.00	genres = [1-Action]
Film 	id = ALi15     	title = The Wild Life                                     	year = 1984    	director = Linson              	rating = 0.00	genres = [6-Comedy]
Film 	id = EdE10     	title = Il Deputado                                       	year = 1983    	director = DelaEglesia         	rating = 0.00	genres = [9-Drama]
Film 	id = LuP30     	title = The Oak                                           	year = 1991    	director = Pintilie            	rating = 0.00	genres = [11-Fantasy]
Film 	id = PFa10     	title = Dutch                                             	year = 1991    	director = Faiman              	rating = 0.00	genres = [6-Comedy]
Film 	id = DWG71     	title = America                                           	year = 1924    	director = Griffith            	rating = 0.00	genres = [25-West, 9-Drama]
Film 	id = DWG72     	title = Isn't life Wonderful                              	year = 1924    	director = Griffith            	rating = 0.00	genres = [9-Drama, 8-Documentary]
Film 	id = DvR10     	title = Politics                                          	year = 1992    	director = Roe                 	rating = 0.00	genres = [9-Drama]
Film 	id = SBu10     	title = Trees Lounge                                      	year = 1996    	director = Buscemi             	rating = 0.00	genres = [9-Drama]
Film 	id = NoB10     	title = Private School                                    	year = 1983    	director = N.Black             	rating = 0.00	genres = [30-Porn]
Film 	id = JBi10     	title = Pink Narcissus                                    	year = 1971    	director = Bigood              	rating = 0.00	genres = [30-Porn]
Film 	id = JCJ10     	title = The Nelson Affair                                 	year = 1973    	director = J.C.Jones           	rating = 0.00	genres = [12-History]
Film 	id = DWG67     	title = Orphans of the Storm                              	year = 1922    	director = Griffith            	rating = 0.00	genres = [26-Epic]
Film 	id = DWG64     	title = Way Down East                                     	year = 1920    	director = Griffith            	rating = 0.00	genres = [9-Drama]
Film 	id = RnH13     	title = Boomerang                                         	year = 1992    	director = Hudlin              	rating = 0.00	genres = [6-Comedy]
Film 	id = AnL10     	title = The Wedding Banquet                               	year = 1993    	director = A.Lee               	rating = 0.00	genres = [6-Comedy]
Film 	id = RnH10     	title = House Party                                       	year = 1990    	director = R.Hudlin            	rating = 0.00	genres = [6-Comedy]
Film 	id = MlP10     	title = Twin Falls Idaho                                  	year = 1999    	director = Polish              	rating = 0.00	genres = [18-Romance, 6-Comedy]
Film 	id = MxB10     	title = Ode to Billy Joe                                  	year = 1976    	director = Baer                	rating = 0.00	genres = [9-Drama]
Film 	id = AVL2      	title = The Abductors                                     	year = 1956    	director = McLaglen            	rating = 0.00	genres = [9-Drama]
Film 	id = DWG50     	title = Judith of Bethulia                                	year = 1913    	director = Griffith            	rating = 0.00	genres = [9-Drama]
Film 	id = DaD10     	title = Amityville II: The Possession                     	year = 1982    	director = Damiani             	rating = 0.00	genres = [13-Horror]
Film 	id = NMa10     	title = The Three Stooges Go Around the World in A Daze   	year = 1963    	director = Maurer              	rating = 0.00	genres = [6-Comedy]
Film 	id = DWG57     	title = Broken Blossoms                                   	year = 1919    	director = Griffith            	rating = 0.00	genres = [9-Drama]
Film 	id = DWG58     	title = True Heart Susie                                  	year = 1919    	director = Griffith            	rating = 0.00	genres = [18-Romance]
Film 	id = DJR15     	title = Dangerous Ground                                  	year = 1997    	director = Roodt               	rating = 0.00	genres = [9-Drama]
Film 	id = DWG55     	title = The Greatest Question                             	year = 1919    	director = Griffith            	rating = 0.00	genres = [9-Drama]
Film 	id = DWG51     	title = The Clansman                                      	year = 1915    	director = Griffith            	rating = 0.00	genres = [26-Epic]
Film 	id = DWG52     	title = Intolerance                                       	year = 1916    	director = vanDyke             	rating = 0.00	genres = [26-Epic, 9-Drama]
Film 	id = LHM10     	title = The Kid with the Broken Halo                      	year = 1965    	director = Martinson           	rating = 0.00	genres = [6-Comedy]
Film 	id = GrD10     	title = Deep Throat                                       	year = 1972    	director = Damiano             	rating = 0.00	genres = [30-Porn]
Film 	id = SBd10     	title = Executve Decision                                 	year = 1996    	director = Baird               	rating = 0.00	genres = [3-Adventure]
Film 	id = AWk10     	title = Traces of Red                                     	year = 1992    	director = Wolk                	rating = 0.00	genres = [9-Drama, 30-Porn]
Film 	id = MxS10     	title = Tales from the Vienna Woods                       	year = 1979    	director = Schell              	rating = 0.00	genres = [9-Drama]
Film 	id = DWG40     	title = The Raven                                         	year = 1912    	director = Griffith            	rating = 0.00	genres = [5-Biography]
Film 	id = AVL9      	title = The Way West                                      	year = 1966    	director = McLaglen            	rating = 0.00	genres = [25-West]
Film 	id = MxS12     	title = Nightmare                                         	year = 1956    	director = Shane               	rating = 0.00	genres = [24-Suspense]
Film 	id = AVL7      	title = Shenandoah                                        	year = 1965    	director = McLaglen            	rating = 0.00	genres = [9-Drama]
Film 	id = DWG49     	title = The Battle at Elderbush Gulch                     	year = 1913    	director = Griffith            	rating = 0.00	genres = [25-West]
Film 	id = RMY15     	title = One Trick Pony                                    	year = 1980    	director = R.M.Young           	rating = 0.00	genres = [15-Musical]
Film 	id = DMu4      	title = Ballet Mechanique                                 	year = 1922    	director = Fernand Leger       	rating = 0.00	genres = [27-Surreal]
Film 	id = JPH1      	title = The Last Train from Madrid                        	year = 1937    	director = J.Hogan             	rating = 0.00	genres = [9-Drama]
Film 	id = ToG6      	title = The Hawaiians                                     	year = 1970    	director = Gries               	rating = 0.00	genres = [9-Drama]
Film 	id = KuN5      	title = The Secret of the Blue Room                       	year = 1933    	director = K.Neumann           	rating = 0.00	genres = [13-Horror]
Film 	id = KuN4      	title = The Big Cage                                      	year = 1933    	director = K.Neumann           	rating = 0.00	genres = [1-Action]
Film 	id = GzB1      	title = Number Seventeen                                  	year = 1928    	director = Bolvary             	rating = 0.00	genres = [24-Suspense]
Film 	id = KeG10     	title = A Midnight Clear                                  	year = 1992    	director = K.Gordon            	rating = 0.00	genres = [9-Drama]
