No of Films read '8183'.
Film 	id = H1        	title = Always Tell Your Wife                             	year = 1922    	director = Hitchcock           	rating = 0.00	genres = ['Dram', ]
Film 	id = HyA2      	title = I Love You, Alice B. Toklas!                      	year = 1968    	director = Averback            	rating = 0.00	genres = ['Comd', ]
Film 	id = HyA3      	title = Chamber of Horrors                                	year = 1970    	director = Averback            	rating = 0.00	genres = ['Horr', ]
Film 	id = HyA10     	title = Suppose They Gave a War                           	year = 1970    	director = Averback            	rating = 0.00	genres = ['Comd', ]
Film 	id = HyA30     	title = Where the Boys Are                                	year = 1984    	director = Averback            	rating = 0.00	genres = ['Comd', ]
Film 	id = JAT3      	title = Tiempo de Morir                                   	year = 1989    	director = Triana              	rating = 0.00	genres = ['Dram', ]
Film 	id = JeH10     	title = The Shooting                                      	year = 1966    	director = J.Hellman           	rating = 0.00	genres = ['West', ]
Film 	id = JeH30     	title = Promises in the Dark                              	year = 1980    	director = J.Hellman           	rating = 0.00	genres = ['Dram', ]
Film 	id = JKz2      	title = Pharaon                                           	year = 1966    	director = Kawalarowicz        	rating = 0.00	genres = ['Hist', ]
Film 	id = JNe20     	title = Czeslaw Milosz: the Poet Remebers                 	year = 1989    	director = Nemec               	rating = 0.00	genres = ['Docu', ]
Film 	id = JSg5      	title = One Spy Too Many                                  	year = 1966    	director = Sargent             	rating = 0.00	genres = ['Actn', ]
Film 	id = JSg6      	title = The Spy in the Green Hat                          	year = 1967    	director = Sargent             	rating = 0.00	genres = ['Actn', ]
Film 	id = JSg18     	title = MacArthur                                         	year = 1977    	director = Sargent             	rating = 0.00	genres = ['BioP', ]
Film 	id = JSg22     	title = Coast-to-Coast                                    	year = 1980    	director = Sargent             	rating = 0.00	genres = ['Comd', ]
Film 	id = JSg35     	title = Crime and Punishment                              	year = 1998    	director = Sargent             	rating = 0.00	genres = ['TV', ]
Film 	id = JSk25     	title = Moonlighting                                      	year = 1981    	director = Skolimowski         	rating = 0.00	genres = ['Dram', ]
Film 	id = JuF4      	title = Godzilla vs. the Sea Monster                      	year = 1966    	director = Fukuda              	rating = 0.00	genres = ['ScFi', ]
Film 	id = JuF6      	title = Son of Godzilla                                   	year = 1968    	director = Fukuda              	rating = 0.00	genres = ['ScFi', ]
Film 	id = JuF10     	title = Godzilla on Monster Island                        	year = 1971    	director = Fukuda              	rating = 0.00	genres = ['ScFi', ]
Film 	id = JuF18     	title = Godzilla vs. Megalon                              	year = 1973    	director = Fukuda              	rating = 0.00	genres = ['ScFi', ]
Film 	id = JuF20     	title = Godzilla vs. the Cosmic Monster                   	year = 1974    	director = Fukuda              	rating = 0.00	genres = ['ScFi', ]
Film 	id = LBn10     	title = Zontar, The Thing from Venus                      	year = 1966    	director = Buchanan            	rating = 0.00	genres = ['ScFi', ]
Film 	id = LBn30     	title = Mistress of the Apes                              	year = 1981    	director = Buchanan            	rating = 0.00	genres = ['Advt', ]
Film 	id = MlC10     	title = Prehistoric Women                                 	year = 1967    	director = Carreras            	rating = 0.00	genres = ['Porn', ]
Film 	id = MlC15     	title = The Lost Continent                                	year = 1968    	director = Carreras            	rating = 0.00	genres = ['ScFi', ]
Film 	id = MeG12     	title = Lepke                                             	year = 1977    	director = Golan               	rating = 0.00	genres = ['Actn', ]
Film 	id = MeG30     	title = Over the Brooklyn Bridge                          	year = 1983    	director = Golan               	rating = 0.00	genres = ['Dram', ]
Film 	id = MeG40     	title = Delta Force                                       	year = 1986    	director = Golan               	rating = 0.00	genres = ['Actn', ]
Film 	id = MeG51     	title = Diamonds                                          	year = 1997    	director = Golan               	rating = 0.00	genres = ['Dram', ]
Film 	id = MN2       	title = The Graduate                                      	year = 1967    	director = M.Nichols           	rating = 0.00	genres = ['Comd', ]
Film 	id = MN6       	title = The Fortune                                       	year = 1975    	director = M.Nichols           	rating = 0.00	genres = ['Comd', ]
Film 	id = MN8       	title = Silkwood                                          	year = 1983    	director = M.Nichols           	rating = 0.00	genres = ['BioP', , 'Dram', ]
Film 	id = MN11      	title = Heartburn                                         	year = 1986    	director = M.Nichols           	rating = 0.00	genres = ['Dram', ]
Film 	id = MN15      	title = Working Girl                                      	year = 1989    	director = M.Nichols           	rating = 0.00	genres = ['Dram', ]
Film 	id = MN20      	title = Postcards from the Edge                           	year = 1990    	director = M.Nichols           	rating = 0.00	genres = ['Dram', ]
Film 	id = MN22      	title = Regarding Henry                                   	year = 1991    	director = M.Nichols           	rating = 0.00	genres = ['Dram', ]
Film 	id = MN25      	title = Wolf                                              	year = 1994    	director = M.Nichols           	rating = 0.00	genres = ['Noir', , 'Comd', , 'Horr', ]
Film 	id = MN27      	title = The Birdcage                                      	year = 1996    	director = M.Nichols           	rating = 0.00	genres = ['Comd', ]
Film 	id = MN28      	title = Primary Colors                                    	year = 1997    	director = M.Nichols           	rating = 0.00	genres = ['Comd', ]
Film 	id = MN31      	title = What Planet are You From                          	year = 2000    	director = M.Nichols           	rating = 0.00	genres = ['Comd', , 'ScFi', ]
Film 	id = MiS3      	title = Myra Breckenridge                                 	year = 1969    	director = Sarne               	rating = 0.00	genres = ['Porn', , 'Fant', ]
Film 	id = PlM1      	title = Sinderella and the Golden Bra                     	year = 1966    	director = Mart                	rating = 0.00	genres = ['Porn ', ]
Film 	id = REM5      	title = Any Wednesday                                     	year = 1966    	director = R.E.Miller          	rating = 0.00	genres = ['Comd', ]
Film 	id = RyK10     	title = School for Sex                                    	year = 1966    	director = Kinoshita           	rating = 0.00	genres = ['Porn', , 'Dram', ]
Film 	id = RyK12     	title = School for Sex                                    	year = 1967    	director = Pete Walker         	rating = 0.00	genres = ['Porn', , 'Dram', ]
Film 	id = SeC10     	title = Django                                            	year = 1966    	director = Corbucci            	rating = 0.00	genres = ['West', ]
Film 	id = SNz10     	title = Georgy Girl                                       	year = 1966    	director = Narizzano           	rating = 0.00	genres = ['Comd', , 'Dram', ]
Film 	id = SRm5      	title = The Student Nurses                                	year = 1971    	director = Rothman             	rating = 0.00	genres = ['Porn', ]
Film 	id = SRm10     	title = The Velvet Vampire                                	year = 1971    	director = Rothman             	rating = 0.00	genres = ['Horr', , 'Comd', ]
Film 	id = WKl17     	title = Mister Freedom                                    	year = 1968    	director = Klein               	rating = 0.00	genres = ['Docu', ]
Film 	id = WKl19     	title = PanAfrican Cultural Festival                      	year = 1969    	director = Klein               	rating = 0.00	genres = ['Docu', ]
Film 	id = WKl20     	title = Eldridge Cleaver, Black Panther                   	year = 1970    	director = Klein               	rating = 0.00	genres = ['Docu', ]
Film 	id = WKl35     	title = The Little Richard Story                          	year = 1970    	director = Klein               	rating = 0.00	genres = ['BioP', ]
Film 	id = VoS20     	title = The Lost Honor of Katharina Blum                  	year = 1975    	director = vonTrotta           	rating = 0.00	genres = ['Dram', ]
Film 	id = VoS22     	title = Coup de Grace                                     	year = 1976    	director = Schlondorff         	rating = 0.00	genres = ['Dram', ]
Film 	id = VoS26     	title = The Tin Drum                                      	year = 1979    	director = Schlondorff         	rating = 0.00	genres = ['Dram', ]
Film 	id = VoS40     	title = The Handmaid's Tale                               	year = 1990    	director = Schlondorff         	rating = 0.00	genres = ['ScFi', ]
Film 	id = VoS42     	title = Voyager                                           	year = 1991    	director = Schlondorff         	rating = 0.00	genres = ['Romt', ]
Film 	id = VoS48     	title = Palmetto                                          	year = 1998    	director = Schlondorff         	rating = 0.00	genres = ['Dram', ]
Film 	id = NPk10     	title = Thanos and Despina                                	year = 1967    	director = Papatakis           	rating = 0.00	genres = ['Dram', ]
Film 	id = NPk30     	title = The Photograpf                                    	year = 1986    	director = Papatakis           	rating = 0.00	genres = ['Romt', , 'Dram', ]
Film 	id = ADr10     	title = The Love-Ins                                      	year = 1967    	director = Dreifuss            	rating = 0.00	genres = ['Dram', , 'Musc', ]
Film 	id = BrS10     	title = The Karate Killers                                	year = 1967    	director = Shear               	rating = 0.00	genres = ['Actn', ]
Film 	id = BrS12     	title = Wild in the Streets                               	year = 1968    	director = Shear               	rating = 0.00	genres = ['Actn', ]
Film 	id = CaR1      	title = Enter Laughing                                    	year = 1967    	director = C.Reiner            	rating = 0.00	genres = ['Comd', ]
Film 	id = CaR5      	title = The Comic                                         	year = 1969    	director = C.Reiner            	rating = 0.00	genres = ['Comd', ]
Film 	id = CaR15     	title = Oh, God                                           	year = 1977    	director = C.Reiner            	rating = 0.00	genres = ['Comd', ]
Film 	id = CaR20     	title = Dead Men Don't Wear Plaid                         	year = 1982    	director = C.Reiner            	rating = 0.00	genres = ['Comd', ]
Film 	id = CaR22     	title = The Man With Two Brains                           	year = 1983    	director = C.Reiner            	rating = 0.00	genres = ['Comd', ]
Film 	id = CaR24     	title = All of Me                                         	year = 1989    	director = C.Reiner            	rating = 0.00	genres = ['Comd', ]
Film 	id = CaR30     	title = Show-Biz Nose                                     	year = 1989    	director = C.Reiner            	rating = 0.00	genres = ['Comd', ]
Film 	id = CaR31     	title = Sibling Rivalry                                   	year = 1990    	director = C.Reiner            	rating = 0.00	genres = ['Comd', ]
Film 	id = CaR35     	title = Fatal Instinct                                    	year = 1993    	director = C.Reiner            	rating = 0.00	genres = ['Susp', , 'Comd', ]
Film 	id = CaR38     	title = That Old Feeling                                  	year = 1996    	director = C.Reiner            	rating = 0.00	genres = ['Romt', , 'Comd', ]
Film 	id = CfO10     	title = The Vengeance of She                              	year = 1967    	director = Owen                	rating = 0.00	genres = ['Actn', ]
Film 	id = CfO20     	title = The Return of She                                 	year = 1983    	director = Owen                	rating = 0.00	genres = ['Actn', ]
Film 	id = FrW10     	title = Titicut Follies                                   	year = 1967    	director = Wiseman             	rating = 0.00	genres = ['Docu', ]
Film 	id = FrW14     	title = High School                                       	year = 1969    	director = Wiseman             	rating = 0.00	genres = ['Docu', ]
Film 	id = FrW18     	title = Basic Training                                    	year = 1971    	director = Wiseman             	rating = 0.00	genres = ['Docu', ]
Film 	id = FrW22     	title = Juvenile Court                                    	year = 1973    	director = Wiseman             	rating = 0.00	genres = ['Docu', ]
Film 	id = FrW30     	title = Racetrack                                         	year = 1981    	director = Wiseman             	rating = 0.00	genres = ['Docu', ]
Film 	id = FrW50     	title = High School II                                    	year = 1994    	director = Wiseman             	rating = 0.00	genres = ['Docu', ]
Film 	id = GSs1      	title = Barefoot in the Park                              	year = 1967    	director = Saks                	rating = 0.00	genres = ['Romt', , 'Comd', ]
Film 	id = GSs2      	title = The Odd Couple                                    	year = 1967    	director = Saks                	rating = 0.00	genres = ['Comd', ]
Film 	id = IAv4      	title = Joe                                               	year = 1970    	director = J.G.Avildsen        	rating = 0.00	genres = ['Dram', ]
Film 	id = IAv7      	title = Save the Tiger                                    	year = 1973    	director = J.G.Avildsen        	rating = 0.00	genres = ['Dram', ]
Film 	id = IAv10     	title = Rocky                                             	year = 1976    	director = J.G.Avildsen        	rating = 0.00	genres = ['Romt', ]
Film 	id = IAv16     	title = The Formula                                       	year = 1981    	director = J.G.Avildsen        	rating = 0.00	genres = ['Susp', ]
Film 	id = IAv18     	title = Happy New Year                                    	year = 1987    	director = J.G.Avildsen        	rating = 0.00	genres = ['CnRb', , 'Comd', ]
Film 	id = IAv19     	title = Lean on Me                                        	year = 1989    	director = J.G.Avildsen        	rating = 0.00	genres = ['Docu', , 'Dram', ]
Film 	id = IAv20     	title = Karate Kid III                                    	year = 1989    	director = J.G.Avildsen        	rating = 0.00	genres = ['Actn', ]
Film 	id = IAv21     	title = Rocky V                                           	year = 1990    	director = J.G.Avildsen        	rating = 0.00	genres = ['Actn', ]
Film 	id = IAv25     	title = Stop Or My Mom Will Shoot                         	year = 1992    	director = J.G.Avildsen        	rating = 0.00	genres = ['Comd', ]
Film 	id = IAv27     	title = Assassins                                         	year = 1995    	director = J.G.Avildsen        	rating = 0.00	genres = ['Actn', ]
Film 	id = JFC15     	title = The Hiding Place                                  	year = 1975    	director = J.Collier           	rating = 0.00	genres = ['Hist', ]
Film 	id = JrS10     	title = The Vengeance of Fu Manchu                        	year = 1967    	director = Summers             	rating = 0.00	genres = ['Horr', ]
Film 	id = JSi10     	title = Ulysses                                           	year = 1967    	director = Strick              	rating = 0.00	genres = ['Dram', ]
Film 	id = JTh10     	title = The Venetian Affair                               	year = 1967    	director = J.Thorpe            	rating = 0.00	genres = ['CnRb', ]
Film 	id = LaJ13     	title = Lipstick                                          	year = 1976    	director = L.Johnson           	rating = 0.00	genres = ['Dram', ]
Film 	id = LaJ20     	title = Spacehunter: Adventures in the Forbidden Zone     	year = 1983    	director = L.Johnson           	rating = 0.00	genres = ['Fant', ]
Film 	id = MRt6      	title = Smile                                             	year = 1975    	director = M.Ritchie           	rating = 0.00	genres = ['Comd', ]
Film 	id = MRt7      	title = The Bad News Bears                                	year = 1976    	director = M.Ritchie           	rating = 0.00	genres = ['Comd', ]
Film 	id = MRt8      	title = Semi-Tough                                        	year = 1977    	director = M.Ritchie           	rating = 0.00	genres = ['Comd', ]
Film 	id = MRt11     	title = The Island                                        	year = 1980    	director = M.Ritchie           	rating = 0.00	genres = ['Advt', , 'Horr', ]
Film 	id = MRt18     	title = Fletch                                            	year = 1986    	director = M.Ritchie           	rating = 0.00	genres = ['Comd ', ]
Film 	id = MRt20     	title = Wild Cats                                         	year = 1986    	director = M.Ritchie           	rating = 0.00	genres = ['Comd', ]
Film 	id = MRt27     	title = The Positively True Adventures of the Alleged Texas Cheerleader Murdering Mom	year = 1993    	director = M.Ritchie           	rating = 0.00	genres = ['BioP', ]
Film 	id = MVP43     	title = New Jack City                                     	year = 1991    	director = MlVanPeebles        	rating = 0.00	genres = ['Dram', ]
Film 	id = MVP47     	title = Vroom!                                            	year = 1993    	director = MlVanPeebles        	rating = 0.00	genres = ['Romt', ]
Film 	id = PCo11     	title = And Then There Were None                          	year = 1974    	director = Collinson           	rating = 0.00	genres = ['Susp', ]
Film 	id = PCo12     	title = The Spiral Staircase                              	year = 1975    	director = Collinson           	rating = 0.00	genres = ['Susp', ]
Film 	id = PCo13     	title = The Sell-Out                                      	year = 1976    	director = Collinson           	rating = 0.00	genres = ['Advt', ]
Film 	id = PCo17     	title = The Earthling                                     	year = 1980    	director = Collinson           	rating = 0.00	genres = ['Advt', ]
Film 	id = SaG10     	title = Theater of Death                                  	year = 1967    	director = Gallu               	rating = 0.00	genres = ['Horr', ]
Film 	id = ToL1      	title = Born Losers                                       	year = 1967    	director = T.Laughlin          	rating = 0.00	genres = ['Dram', ]
Film 	id = ToL10     	title = Billy Jack                                        	year = 1971    	director = T.Laughlin          	rating = 0.00	genres = ['Dram', ]
Film 	id = WBz13     	title = Immoral Tales                                     	year = 1974    	director = Borowczyck          	rating = 0.00	genres = ['Romt', , 'Porn', ]
Film 	id = WH9       	title = Nosferatu the Vampyre                             	year = 1978    	director = Herzog              	rating = 0.00	genres = ['Horr', ]
Film 	id = WH11      	title = Fitzcarraldo                                      	year = 1982    	director = Herzog              	rating = 0.00	genres = ['Advt', ]
Film 	id = WH30      	title = Schrei aus Stein                                  	year = 1991    	director = Herzog              	rating = 0.00	genres = ['Advt', ]
Film 	id = WH38      	title = My Intimate Enemy                                 	year = 1999    	director = Herzog              	rating = 0.00	genres = ['Docu', ]
Film 	id = AlF10     	title = Valparaiso Mon Amour                              	year = 1968    	director = Francia             	rating = 0.00	genres = ['Dram', ]
Film 	id = AHv10     	title = The Lion in Winter                                	year = 1968    	director = A.Harvey            	rating = 0.00	genres = ['Dram', ]
Film 	id = AnP7      	title = I Never Promised You a Rose Garden                	year = 1977    	director = A.Page              	rating = 0.00	genres = ['Dram', ]
Film 	id = AnP18     	title = Middlemarch                                       	year = 1979    	director = A.Page              	rating = 0.00	genres = ['Dram', ]
Film 	id = BdP2      	title = Hi, Mom!                                          	year = 1970    	director = B.dePalma           	rating = 0.00	genres = ['Comd', ]
Film 	id = BdP8      	title = Sisters                                           	year = 1973    	director = B.dePalma           	rating = 0.00	genres = ['Susp', ]
Film 	id = BdP10     	title = Phantom of The Paradise                           	year = 1974    	director = B.dePalma           	rating = 0.00	genres = ['Musc', ]
Film 	id = BdP11     	title = Obsession                                         	year = 1976    	director = B.dePalma           	rating = 0.00	genres = ['Susp', ]
Film 	id = BdP12     	title = Carrie                                            	year = 1976    	director = B.dePalma           	rating = 0.00	genres = ['Horr', ]
Film 	id = BdP13     	title = The Fury                                          	year = 1979    	director = B.dePalma           	rating = 0.00	genres = ['ScFi', , 'Susp', ]
Film 	id = BdP14     	title = Dressed to Kill                                   	year = 1980    	director = B.dePalma           	rating = 0.00	genres = ['Comd', , 'Horr', ]
Film 	id = BdP15     	title = Blow Out                                          	year = 1981    	director = B.dePalma           	rating = 0.00	genres = ['Dram', ]
Film 	id = BdP17     	title = Body Double                                       	year = 1984    	director = B.dePalma           	rating = 0.00	genres = ['Susp', , 'Porn', ]
Film 	id = BdP18     	title = Wise Guys                                         	year = 1984    	director = B.dePalma           	rating = 0.00	genres = ['CnRb', ]
Film 	id = BdP19     	title = The Untouchables                                  	year = 1987    	director = B.dePalma           	rating = 0.00	genres = ['Actn', ]
Film 	id = BdP21     	title = Casualties of War                                 	year = 1989    	director = B.dePalma           	rating = 0.00	genres = ['Dram', ]
Film 	id = BdP23     	title = The Bonfire of the Vanities                       	year = 1990    	director = B.dePalma           	rating = 0.00	genres = ['Dram', ]
Film 	id = BdP25     	title = Raising Cain                                      	year = 1992    	director = B.dePalma           	rating = 0.00	genres = ['Dram', , 'Horr', ]
Film 	id = BdP26     	title = Carlito's Way                                     	year = 1993    	director = B.dePalma           	rating = 0.00	genres = ['Dram', ]
Film 	id = BdP30     	title = Mission Impossible                                	year = 1996    	director = dePalma             	rating = 0.00	genres = ['Actn', ]
Film 	id = BdP32     	title = Snake Eyes                                        	year = 1998    	director = dePalma             	rating = 0.00	genres = ['Susp', ]
Film 	id = BMy14     	title = Mortal Sins                                       	year = 1992    	director = B.May               	rating = 0.00	genres = ['Susp', ]
Film 	id = BzK8      	title = Riot                                              	year = 1968    	director = Kulik               	rating = 0.00	genres = ['Actn', ]
Film 	id = BzK20     	title = The Hunter                                        	year = 1980    	director = Kulik               	rating = 0.00	genres = ['Actn', ]
Film 	id = CPR10     	title = A Challenge for Robin Hood                        	year = 1968    	director = PenningtonRichards  	rating = 0.00	genres = ['Advt', ]
Film 	id = FeS10     	title = The Hour of the Furnaces                          	year = 1968    	director = Solanas             	rating = 0.00	genres = ['Docu', ]
Film 	id = GgD10     	title = Yellow Submarine                                  	year = 1968    	director = Dunning             	rating = 0.00	genres = ['Cart', ]
Film 	id = GiC3      	title = I Never Sang for my Father                        	year = 1968    	director = Cates               	rating = 0.00	genres = ['Dram', ]
Film 	id = GiC10     	title = Last Married Couple in America                    	year = 1980    	director = Cates               	rating = 0.00	genres = ['Comd', , 'Romt', ]
Film 	id = GiC12     	title = Oh God, Book II                                   	year = 1980    	director = Cates               	rating = 0.00	genres = ['Romt', ]
Film 	id = GRo1      	title = The Night of The Living Dead                      	year = 1968    	director = Romero              	rating = 0.00	genres = ['Horr', ]
Film 	id = GRo5      	title = Season of the Witch                               	year = 1972    	director = Romero              	rating = 0.00	genres = ['Horr ', ]
Film 	id = GRo7      	title = The Crazies                                       	year = 1972    	director = Romero              	rating = 0.00	genres = ['Horr', ]
Film 	id = GRo12     	title = Martin                                            	year = 1978    	director = Romero              	rating = 0.00	genres = ['Horr', ]
Film 	id = GRo15     	title = Dawn of the Dead                                  	year = 1979    	director = Romero              	rating = 0.00	genres = ['Horr ', ]
Film 	id = GRo20     	title = Creepshow                                         	year = 1982    	director = Romero              	rating = 0.00	genres = ['Horr', ]
Film 	id = GRo30     	title = The Night of The Living Dead - the Remake         	year = 1990    	director = Romero              	rating = 0.00	genres = ['Horr', ]
Film 	id = GRo35     	title = The Dark Half                                     	year = 1990    	director = Romero              	rating = 0.00	genres = ['Horr', ]
Film 	id = GPi10     	title = Erotissimo                                        	year = 1968    	director = Pires               	rating = 0.00	genres = ['Comd', ]
Film 	id = GPi13     	title = Fantasia chez les ploucs                          	year = 1970    	director = Pires               	rating = 0.00	genres = ['Comd', ]
Film 	id = GuL10     	title = Beru et ces Dames                                 	year = 1968    	director = Lefranc             	rating = 0.00	genres = ['CnRb', ]
Film 	id = HMo10     	title = With Six You Get Eggroll                          	year = 1968    	director = H.Morris            	rating = 0.00	genres = ['Comd', ]
Film 	id = JOC10     	title = The Valley of Gwangi                              	year = 1968    	director = OConnelly           	rating = 0.00	genres = ['ScFi', , 'West', ]
Film 	id = JfH10     	title = Thank You, Mask Man                               	year = 1968    	director = J.Hale              	rating = 0.00	genres = ['Cart', ]
Film 	id = JFr8      	title = Marquis de Sade: Justine                          	year = 1968    	director = Franco              	rating = 0.00	genres = ['Horr', ]
Film 	id = JFr10     	title = Kiss and Kill                                     	year = 1968    	director = Franco              	rating = 0.00	genres = ['Horr', ]
Film 	id = JFr12     	title = The Castle of Fu Manchu                           	year = 1970    	director = Franco              	rating = 0.00	genres = ['Horr', ]
Film 	id = JFr15     	title = Venus in Furs                                     	year = 1970    	director = Franco              	rating = 0.00	genres = ['Horr', ]
Film 	id = JFr22     	title = Jack the Ripper                                   	year = 1976    	director = Franco              	rating = 0.00	genres = ['Horr', ]
Film 	id = JGo10     	title = Man Friday                                        	year = 1976    	director = Gold                	rating = 0.00	genres = ['Dram', ]
Film 	id = JGo13     	title = The Medusa Touch                                  	year = 1978    	director = Gold                	rating = 0.00	genres = ['Actn', ]
Film 	id = JHe10     	title = Adieu L'Ami!                                      	year = 1968    	director = J.Herman            	rating = 0.00	genres = ['CnRb', ]
Film 	id = JiC20     	title = Madhouse                                          	year = 1974    	director = J.Clark             	rating = 0.00	genres = ['Comd', , 'Horr', ]
Film 	id = JMB2      	title = Glenn and Randa                                   	year = 1971    	director = McBride             	rating = 0.00	genres = ['ScFi', ]
Film 	id = JMB5      	title = Great Balls of Fire                               	year = 1989    	director = McBride             	rating = 0.00	genres = ['Musc', ]
Film 	id = JMB7      	title = The Wrong Man                                     	year = 1993    	director = McBride             	rating = 0.00	genres = ['Noir', , 'Romt', ]
Film 	id = JMG4      	title = The Bliss of Mrs. Blossom                         	year = 1968    	director = McGrath             	rating = 0.00	genres = ['Romt', , 'Comd', ]
Film 	id = JRl10     	title = The Vampire's Rape                                	year = 1968    	director = Rollin              	rating = 0.00	genres = ['Porn', ]
Film 	id = JRl15     	title = The Naked Vampire                                 	year = 1969    	director = Rollin              	rating = 0.00	genres = ['Porn', ]
Film 	id = JRl20     	title = The Vampire's Thrill                              	year = 1970    	director = Rollin              	rating = 0.00	genres = ['Porn', ]
Film 	id = JSt1      	title = Three                                             	year = 1977    	director = Salter              	rating = 0.00	genres = ['Romt', ]
Film 	id = KBi5      	title = Interlude                                         	year = 1968    	director = Billington          	rating = 0.00	genres = ['Dram', ]
Film 	id = KFu10     	title = Black Lizard                                      	year = 1968    	director = Fukasaku            	rating = 0.00	genres = ['Susp', ]
Film 	id = KFu30     	title = Virus                                             	year = 1980    	director = Fukasaku            	rating = 0.00	genres = ['Disa', ]
Film 	id = KlW10     	title = Harlem Theatre                                    	year = 1968    	director = Wildenhahn          	rating = 0.00	genres = ['Docu', ]
Film 	id = MgT10     	title = Battle Beneath the Earth                          	year = 1968    	director = Tully               	rating = 0.00	genres = ['ScFi', ]
Film 	id = MRy1      	title = The Fox                                           	year = 1968    	director = Rydell              	rating = 0.00	genres = ['Comd', ]
Film 	id = MRy7      	title = The Cowboys                                       	year = 1971    	director = Rydell              	rating = 0.00	genres = ['West', ]
Film 	id = MRy9      	title = The Rose                                          	year = 1979    	director = Rydell              	rating = 0.00	genres = ['BioP', ]
Film 	id = MRy10     	title = On Golden Pond                                    	year = 1981    	director = Rydell              	rating = 0.00	genres = ['Romt', ]
Film 	id = MRy19     	title = For the Boys                                      	year = 1991    	director = Rydell              	rating = 0.00	genres = ['BioP', , 'Musc', ]
Film 	id = MRy21     	title = Intersection                                      	year = 1994    	director = Rydell              	rating = 0.00	genres = ['Dram', ]
Film 	id = NoB3      	title = Pretty Poison                                     	year = 1968    	director = N.Black             	rating = 0.00	genres = ['Susp', ]
Film 	id = NoB10     	title = Private School                                    	year = 1983    	director = N.Black             	rating = 0.00	genres = ['Porn', ]
Film 	id = PBo2      	title = Targets                                           	year = 1968    	director = Bogdanovich         	rating = 0.00	genres = ['Horr', ]
Film 	id = PBo3      	title = The Last Picture Show                             	year = 1971    	director = Bogdanovich         	rating = 0.00	genres = ['Romt', ]
Film 	id = PBo6      	title = Paper Moon                                        	year = 1973    	director = Bogdanovich         	rating = 0.00	genres = ['Comd', ]
Film 	id = PBo9      	title = Nickelodeon                                       	year = 1976    	director = Bogdanovich         	rating = 0.00	genres = ['Dram', , 'Hist', ]
Film 	id = PBo11     	title = They All Laughed                                  	year = 1982    	director = Bogdanovich         	rating = 0.00	genres = ['Comd', ]
Film 	id = PBo15     	title = The Mask                                          	year = 1985    	director = Bogdanovich         	rating = 0.00	genres = ['Docu', ]
Film 	id = PBo20     	title = Noises Off                                        	year = 1992    	director = Bogdanovich         	rating = 0.00	genres = ['Comd', ]
Film 	id = PBo22     	title = The Thing Called Love                             	year = 1993    	director = Bogdanovich         	rating = 0.00	genres = ['Romt', ]
Film 	id = PlB2      	title = Marlowe                                           	year = 1968    	director = P.Bogart            	rating = 0.00	genres = ['Susp', ]
Film 	id = PlB12     	title = The Skin Game                                     	year = 1971    	director = P.Bogart            	rating = 0.00	genres = ['West', ]
Film 	id = PlB20     	title = Class of '44                                      	year = 1973    	director = P.Bogart            	rating = 0.00	genres = ['Dram', ]
Film 	id = PlB32     	title = Torch Song Trilogy                                	year = 1988    	director = P.Bogart            	rating = 0.00	genres = ['Romt', ]
Film 	id = PNe4      	title = The Glass Menagerie                               	year = 1987    	director = P.Newman            	rating = 0.00	genres = ['Dram', ]
Film 	id = SuR5      	title = How to Steal the World                            	year = 1968    	director = Roley               	rating = 0.00	genres = ['Actn', ]
Film 	id = UlG10     	title = True Confessions                                  	year = 1981    	director = Grosbard            	rating = 0.00	genres = ['Myst', , 'BioP', ]
Film 	id = UlG22     	title = The Deep End of the Ocean                         	year = 1999    	director = Grosbard            	rating = 0.00	genres = ['Dram', ]
Film 	id = WLW10     	title = The Omegans                                       	year = 1968    	director = W.Wilder            	rating = 0.00	genres = ['Horr', , 'ScFi', ]
Film 	id = WLW15     	title = The Asphy                                         	year = 1972    	director = W.Wilder            	rating = 0.00	genres = ['ScFi', , 'Horr', ]
Film 	id = YYa1      	title = Otoko wa Tsuraiyo                                 	year = 1968    	director = Yamada              	rating = 0.00	genres = ['Dram', ]
Film 	id = YYa10     	title = Otoko wa Tsuraiyo -- Funto-hen                    	year = 1971    	director = Yamada              	rating = 0.00	genres = ['Dram', ]
Film 	id = YYa11     	title = Otoko wa Tsuraiyo -- Torajiro Koiuta              	year = 1971    	director = Yamada              	rating = 0.00	genres = ['Dram', ]
Film 	id = YYa58     	title = Otoko wa Tsuraiyo                                 	year = 1989    	director = Yamada              	rating = 0.00	genres = ['Dram', ]
Film 	id = YYa59     	title = Tora-San, the Memorial Day of Salad               	year = 1989    	director = Yamada              	rating = 0.00	genres = ['Comd', ]
Film 	id = YYa60     	title = Tora-San Goes to Vienna                           	year = 1989    	director = Yamada              	rating = 0.00	genres = ['Dram', ]
Film 	id = YYa62     	title = What A Life! My Uncle Tora                        	year = 1990    	director = Yamada              	rating = 0.00	genres = ['Comd', ]
Film 	id = YYa78     	title = Gakko                                             	year = 1993    	director = Yamada              	rating = 0.00	genres = ['Romt', ]
Film 	id = YYa82     	title = Otoko wa Tsuraiyo                                 	year = 1996    	director = Yamada              	rating = 0.00	genres = ['Comd', ]
Film 	id = AlA10     	title = Dracula vs. Frankenstein                          	year = 1969    	director = Adamson             	rating = 0.00	genres = ['Horr', ]
